aubrey_identifier	display_title	dc_subject.KWD_facet																		
ark:/67531/metapth241531	Cutting Horse Competition: Image 1991_D-56_02	NCHA	derbies	horse shows																
ark:/67531/metapth241532	Cutting Horse Competition: Image 1991_D-56_03	NCHA	derbies	horse shows																
ark:/67531/metapth241533	Cutting Horse Competition: Image 1991_D-56_04	NCHA	derbies	horse shows																
ark:/67531/metapth241534	Cutting Horse Competition: Image 1991_D-56_05	NCHA	derbies	horse shows																
ark:/67531/metapth241535	Cutting Horse Competition: Image 1991_D-56_06	NCHA	derbies	horse shows																
ark:/67531/metapth241536	Cutting Horse Competition: Image 1991_D-56_07	NCHA	derbies	horse shows																
ark:/67531/metapth241537	Cutting Horse Competition: Image 1991_D-56_08	NCHA	derbies	horse shows																
ark:/67531/metapth241538	Cutting Horse Competition: Image 1991_D-56_09	NCHA	derbies	horse shows																
ark:/67531/metapth241539	Cutting Horse Competition: Image 1991_D-56_10	NCHA	derbies	horse shows																
ark:/67531/metapth241540	Cutting Horse Competition: Image 1991_D-56_11	NCHA	derbies	horse shows																
ark:/67531/metapth241541	Cutting Horse Competition: Image 1991_D-56_12	NCHA	derbies	horse shows																
ark:/67531/metapth241542	Cutting Horse Competition: Image 1991_D-57_01	NCHA	derbies	horse shows																
ark:/67531/metapth241543	Cutting Horse Competition: Image 1991_D-57_02	NCHA	derbies	horse shows																
ark:/67531/metapth241544	Cutting Horse Competition: Image 1991_D-57_03	NCHA	derbies	horse shows																
ark:/67531/metapth241545	Cutting Horse Competition: Image 1991_D-57_04	NCHA	derbies	horse shows																
ark:/67531/metapth241546	Cutting Horse Competition: Image 1991_D-57_05	NCHA	derbies	horse shows																
ark:/67531/metapth241547	Cutting Horse Competition: Image 1991_D-57_06	NCHA	derbies	horse shows																
ark:/67531/metapth241548	Cutting Horse Competition: Image 1991_D-57_07	NCHA	derbies	horse shows																
ark:/67531/metapth241549	Cutting Horse Competition: Image 1991_D-57_08	NCHA	derbies	horse shows																
ark:/67531/metapth241550	Cutting Horse Competition: Image 1991_D-57_09	NCHA	derbies	horse shows																
ark:/67531/metapth241551	Cutting Horse Competition: Image 1991_D-57_10	NCHA	derbies	horse shows																
ark:/67531/metapth241552	Cutting Horse Competition: Image 1991_D-57_11	NCHA	derbies	horse shows																
ark:/67531/metapth241553	Cutting Horse Competition: Image 1991_D-57_12	NCHA	derbies	horse shows																
ark:/67531/metapth241554	Cutting Horse Competition: Image 1991_D-58_01	NCHA	derbies	horse shows																
ark:/67531/metapth241555	Cutting Horse Competition: Image 1991_D-58_02	NCHA	derbies	horse shows																
ark:/67531/metapth241556	Cutting Horse Competition: Image 1991_D-58_03	NCHA	derbies	horse shows																
ark:/67531/metapth241557	Cutting Horse Competition: Image 1991_D-58_04	NCHA	derbies	horse shows																
ark:/67531/metapth241558	Cutting Horse Competition: Image 1991_D-58_05	NCHA	derbies	horse shows																
ark:/67531/metapth241559	Cutting Horse Competition: Image 1991_D-58_06	NCHA	derbies	horse shows																
ark:/67531/metapth241560	Cutting Horse Competition: Image 1991_D-58_07	NCHA	derbies	horse shows																
ark:/67531/metapth241561	Cutting Horse Competition: Image 1991_D-58_08	NCHA	derbies	horse shows																
ark:/67531/metapth241562	Cutting Horse Competition: Image 1991_D-58_09	NCHA	derbies	horse shows																
ark:/67531/metapth241563	Cutting Horse Competition: Image 1991_D-58_10	NCHA	derbies	horse shows																
ark:/67531/metapth241564	Cutting Horse Competition: Image 1991_D-58_11	NCHA	derbies	horse shows																
ark:/67531/metapth241565	Cutting Horse Competition: Image 1991_D-58_12	NCHA	derbies	horse shows																
ark:/67531/metapth241566	Cutting Horse Competition: Image 1991_D-59_01	NCHA	derbies	horse shows																
ark:/67531/metapth241567	Cutting Horse Competition: Image 1991_D-59_02	NCHA	derbies	horse shows																
ark:/67531/metapth241568	Cutting Horse Competition: Image 1991_D-59_03	NCHA	derbies	horse shows																
ark:/67531/metapth241569	Cutting Horse Competition: Image 1991_D-59_04	NCHA	derbies	horse shows																
ark:/67531/metapth241570	Cutting Horse Competition: Image 1991_D-59_05	NCHA	derbies	horse shows																
ark:/67531/metapth241571	Cutting Horse Competition: Image 1991_D-59_06	NCHA	derbies	horse shows																
ark:/67531/metapth241572	Cutting Horse Competition: Image 1991_D-59_07	NCHA	derbies	horse shows																
ark:/67531/metapth241573	Cutting Horse Competition: Image 1991_D-59_08	NCHA	derbies	horse shows																
ark:/67531/metapth241574	Cutting Horse Competition: Image 1991_D-59_09	NCHA	derbies	horse shows																
ark:/67531/metapth241575	Cutting Horse Competition: Image 1991_D-59_10	NCHA	derbies	horse shows																
ark:/67531/metapth241576	Cutting Horse Competition: Image 1991_D-59_11	NCHA	derbies	horse shows																
ark:/67531/metapth241577	Cutting Horse Competition: Image 1991_D-59_12	NCHA	derbies	horse shows																
ark:/67531/metapth241578	Cutting Horse Competition: Image 1991_D-5_01	NCHA	derbies	horse shows																
ark:/67531/metapth241579	Cutting Horse Competition: Image 1991_D-5_02	NCHA	derbies	horse shows																
ark:/67531/metapth241580	Cutting Horse Competition: Image 1991_D-5_03	NCHA	derbies	horse shows																
ark:/67531/metapth241581	Cutting Horse Competition: Image 1991_D-5_04	NCHA	derbies	horse shows																
ark:/67531/metapth241582	Cutting Horse Competition: Image 1991_D-5_05	NCHA	derbies	horse shows																
ark:/67531/metapth241583	Cutting Horse Competition: Image 1991_D-5_06	NCHA	derbies	horse shows																
ark:/67531/metapth241584	Cutting Horse Competition: Image 1991_D-5_07	NCHA	derbies	horse shows																
ark:/67531/metapth241585	Cutting Horse Competition: Image 1991_D-5_08	NCHA	derbies	horse shows																
ark:/67531/metapth241586	Cutting Horse Competition: Image 1991_D-5_09	NCHA	derbies	horse shows																
ark:/67531/metapth241587	Cutting Horse Competition: Image 1991_D-5_10	NCHA	derbies	horse shows																
ark:/67531/metapth241588	Cutting Horse Competition: Image 1991_D-5_11	NCHA	derbies	horse shows																
ark:/67531/metapth241589	Cutting Horse Competition: Image 1991_D-5_12	NCHA	derbies	horse shows																
ark:/67531/metapth241590	Cutting Horse Competition: Image 1991_D-60_01	NCHA	derbies	horse shows																
ark:/67531/metapth241591	Cutting Horse Competition: Image 1991_D-60_02	NCHA	derbies	horse shows																
ark:/67531/metapth241592	Cutting Horse Competition: Image 1991_D-60_03	NCHA	derbies	horse shows																
ark:/67531/metapth241593	Cutting Horse Competition: Image 1991_D-60_04	NCHA	derbies	horse shows																
ark:/67531/metapth241594	Cutting Horse Competition: Image 1991_D-60_05	NCHA	derbies	horse shows																
ark:/67531/metapth241595	Cutting Horse Competition: Image 1991_D-60_06	NCHA	derbies	horse shows																
ark:/67531/metapth241596	Cutting Horse Competition: Image 1991_D-60_07	NCHA	derbies	horse shows																
ark:/67531/metapth241597	Cutting Horse Competition: Image 1991_D-60_08	NCHA	derbies	horse shows																
ark:/67531/metapth241598	Cutting Horse Competition: Image 1991_D-60_09	NCHA	derbies	horse shows																
ark:/67531/metapth241599	Cutting Horse Competition: Image 1991_D-60_10	NCHA	derbies	horse shows																
ark:/67531/metapth241600	Cutting Horse Competition: Image 1991_D-60_11	NCHA	derbies	horse shows																
ark:/67531/metapth241601	Cutting Horse Competition: Image 1991_D-60_12	NCHA	derbies	horse shows																
ark:/67531/metapth241602	Cutting Horse Competition: Image 1991_D-61_01	NCHA	derbies	horse shows																
ark:/67531/metapth241603	Cutting Horse Competition: Image 1991_D-61_02	NCHA	derbies	horse shows																
ark:/67531/metapth241604	Cutting Horse Competition: Image 1991_D-61_03	NCHA	derbies	horse shows																
ark:/67531/metapth240734	Cutting Horse Competition: Image 1991_D-217_06	NCHA	derbies	horse shows																
ark:/67531/metapth240735	Cutting Horse Competition: Image 1991_D-217_07	NCHA	derbies	horse shows																
ark:/67531/metapth240736	Cutting Horse Competition: Image 1991_D-217_08	NCHA	derbies	horse shows																
ark:/67531/metapth240737	Cutting Horse Competition: Image 1991_D-217_09	NCHA	derbies	horse shows																
ark:/67531/metapth240738	Cutting Horse Competition: Image 1991_D-217_10	NCHA	derbies	horse shows																
ark:/67531/metapth240739	Cutting Horse Competition: Image 1991_D-217_11	NCHA	derbies	horse shows																
ark:/67531/metapth240740	Cutting Horse Competition: Image 1991_D-217_12	NCHA	derbies	horse shows																
ark:/67531/metapth240741	Cutting Horse Competition: Image 1991_D-218_01	NCHA	derbies	horse shows																
ark:/67531/metapth240742	Cutting Horse Competition: Image 1991_D-218_02	NCHA	derbies	horse shows																
ark:/67531/metapth240743	Cutting Horse Competition: Image 1991_D-218_03	NCHA	derbies	horse shows																
ark:/67531/metapth240744	Cutting Horse Competition: Image 1991_D-218_04	NCHA	derbies	horse shows																
ark:/67531/metapth240745	Cutting Horse Competition: Image 1991_D-218_05	NCHA	derbies	horse shows																
ark:/67531/metapth240746	Cutting Horse Competition: Image 1991_D-218_06	NCHA	derbies	horse shows																
ark:/67531/metapth240747	Cutting Horse Competition: Image 1991_D-218_07	NCHA	derbies	horse shows																
ark:/67531/metapth240748	Cutting Horse Competition: Image 1991_D-218_08	NCHA	derbies	horse shows																
ark:/67531/metapth240749	Cutting Horse Competition: Image 1991_D-218_09	NCHA	derbies	horse shows																
ark:/67531/metapth240750	Cutting Horse Competition: Image 1991_D-218_10	NCHA	derbies	horse shows																
ark:/67531/metapth240751	Cutting Horse Competition: Image 1991_D-218_11	NCHA	derbies	horse shows																
ark:/67531/metapth240752	Cutting Horse Competition: Image 1991_D-218_12	NCHA	derbies	horse shows																
ark:/67531/metapth240753	Cutting Horse Competition: Image 1991_D-219_01	NCHA	derbies	horse shows																
ark:/67531/metapth240754	Cutting Horse Competition: Image 1991_D-219_02	NCHA	derbies	horse shows																
ark:/67531/metapth240755	Cutting Horse Competition: Image 1991_D-219_03	NCHA	derbies	horse shows																
ark:/67531/metapth240756	Cutting Horse Competition: Image 1991_D-219_04	NCHA	derbies	horse shows																
ark:/67531/metapth240757	Cutting Horse Competition: Image 1991_D-219_05	NCHA	derbies	horse shows																
ark:/67531/metapth240758	Cutting Horse Competition: Image 1991_D-219_06	NCHA	derbies	horse shows																
ark:/67531/metapth240759	Cutting Horse Competition: Image 1991_D-219_07	NCHA	derbies	horse shows																
ark:/67531/metapth240760	Cutting Horse Competition: Image 1991_D-219_08	NCHA	derbies	horse shows																
ark:/67531/metapth240761	Cutting Horse Competition: Image 1991_D-219_09	NCHA	derbies	horse shows																
ark:/67531/metapth240762	Cutting Horse Competition: Image 1991_D-219_10	NCHA	derbies	horse shows																
ark:/67531/metapth240763	Cutting Horse Competition: Image 1991_D-219_11	NCHA	derbies	horse shows																
ark:/67531/metapth240764	Cutting Horse Competition: Image 1991_D-219_12	NCHA	derbies	horse shows																
ark:/67531/metapth240765	Cutting Horse Competition: Image 1991_D-21_01	NCHA	derbies	horse shows																
ark:/67531/metapth240766	Cutting Horse Competition: Image 1991_D-21_02	NCHA	derbies	horse shows																
ark:/67531/metapth240767	Cutting Horse Competition: Image 1991_D-21_03	NCHA	derbies	horse shows																
ark:/67531/metapth240768	Cutting Horse Competition: Image 1991_D-21_04	NCHA	derbies	horse shows																
ark:/67531/metapth240769	Cutting Horse Competition: Image 1991_D-21_05	NCHA	derbies	horse shows																
ark:/67531/metapth240770	Cutting Horse Competition: Image 1991_D-21_06	NCHA	derbies	horse shows																
ark:/67531/metapth240771	Cutting Horse Competition: Image 1991_D-21_07	NCHA	derbies	horse shows																
ark:/67531/metapth240772	Cutting Horse Competition: Image 1991_D-21_08	NCHA	derbies	horse shows																
ark:/67531/metapth240773	Cutting Horse Competition: Image 1991_D-21_09	NCHA	derbies	horse shows																
ark:/67531/metapth240774	Cutting Horse Competition: Image 1991_D-21_10	NCHA	derbies	horse shows																
ark:/67531/metapth240775	Cutting Horse Competition: Image 1991_D-21_11	NCHA	derbies	horse shows																
ark:/67531/metapth240776	Cutting Horse Competition: Image 1991_D-21_12	NCHA	derbies	horse shows																
ark:/67531/metapth240777	Cutting Horse Competition: Image 1991_D-220_01	NCHA	derbies	horse shows																
ark:/67531/metapth240778	Cutting Horse Competition: Image 1991_D-220_02	NCHA	derbies	horse shows																
ark:/67531/metapth240779	Cutting Horse Competition: Image 1991_D-220_03	NCHA	derbies	horse shows																
ark:/67531/metapth240780	Cutting Horse Competition: Image 1991_D-220_04	NCHA	derbies	horse shows																
ark:/67531/metapth240781	Cutting Horse Competition: Image 1991_D-220_05	NCHA	derbies	horse shows																
ark:/67531/metapth240782	Cutting Horse Competition: Image 1991_D-220_06	NCHA	derbies	horse shows																
ark:/67531/metapth240783	Cutting Horse Competition: Image 1991_D-220_07	NCHA	derbies	horse shows																
ark:/67531/metapth240784	Cutting Horse Competition: Image 1991_D-220_08	NCHA	derbies	horse shows																
ark:/67531/metapth240785	Cutting Horse Competition: Image 1991_D-220_09	NCHA	derbies	horse shows																
ark:/67531/metapth240786	Cutting Horse Competition: Image 1991_D-220_10	NCHA	derbies	horse shows																
ark:/67531/metapth240787	Cutting Horse Competition: Image 1991_D-220_11	NCHA	derbies	horse shows																
ark:/67531/metapth240788	Cutting Horse Competition: Image 1991_D-220_12	NCHA	derbies	horse shows																
ark:/67531/metapth240789	Cutting Horse Competition: Image 1991_D-221_01	NCHA	derbies	horse shows																
ark:/67531/metapth240790	Cutting Horse Competition: Image 1991_D-221_02	NCHA	derbies	horse shows																
ark:/67531/metapth240791	Cutting Horse Competition: Image 1991_D-221_03	NCHA	derbies	horse shows																
ark:/67531/metapth240792	Cutting Horse Competition: Image 1991_D-221_04	NCHA	derbies	horse shows																
ark:/67531/metapth240793	Cutting Horse Competition: Image 1991_D-221_05	NCHA	derbies	horse shows																
ark:/67531/metapth240794	Cutting Horse Competition: Image 1991_D-221_06	NCHA	derbies	horse shows																
ark:/67531/metapth240795	Cutting Horse Competition: Image 1991_D-221_07	NCHA	derbies	horse shows																
ark:/67531/metapth240796	Cutting Horse Competition: Image 1991_D-221_08	NCHA	derbies	horse shows																
ark:/67531/metapth240797	Cutting Horse Competition: Image 1991_D-221_09	NCHA	derbies	horse shows																
ark:/67531/metapth240798	Cutting Horse Competition: Image 1991_D-221_10	NCHA	derbies	horse shows																
ark:/67531/metapth240799	Cutting Horse Competition: Image 1991_D-221_11	NCHA	derbies	horse shows																
ark:/67531/metapth240800	Cutting Horse Competition: Image 1991_D-221_12	NCHA	derbies	horse shows																
ark:/67531/metapth240801	Cutting Horse Competition: Image 1991_D-222_01	NCHA	derbies	horse shows																
ark:/67531/metapth240802	Cutting Horse Competition: Image 1991_D-222_02	NCHA	derbies	horse shows																
ark:/67531/metapth240803	Cutting Horse Competition: Image 1991_D-222_03	NCHA	derbies	horse shows																
ark:/67531/metapth240804	Cutting Horse Competition: Image 1991_D-222_04	NCHA	derbies	horse shows																
ark:/67531/metapth240805	Cutting Horse Competition: Image 1991_D-222_05	NCHA	derbies	horse shows																
ark:/67531/metapth240806	Cutting Horse Competition: Image 1991_D-222_06	NCHA	derbies	horse shows																
ark:/67531/metapth240807	Cutting Horse Competition: Image 1991_D-222_07	NCHA	derbies	horse shows																
ark:/67531/metapth240808	Cutting Horse Competition: Image 1991_D-222_08	NCHA	derbies	horse shows																
ark:/67531/metapth240809	Cutting Horse Competition: Image 1991_D-222_09	NCHA	derbies	horse shows																
ark:/67531/metapth240810	Cutting Horse Competition: Image 1991_D-222_10	NCHA	derbies	horse shows																
ark:/67531/metapth240811	Cutting Horse Competition: Image 1991_D-222_11	NCHA	derbies	horse shows																
ark:/67531/metapth240812	Cutting Horse Competition: Image 1991_D-222_12	NCHA	derbies	horse shows																
ark:/67531/metapth240813	Cutting Horse Competition: Image 1991_D-223_01	NCHA	derbies	horse shows																
ark:/67531/metapth240814	Cutting Horse Competition: Image 1991_D-223_02	NCHA	derbies	horse shows																
ark:/67531/metapth240815	Cutting Horse Competition: Image 1991_D-223_03	NCHA	derbies	horse shows																
ark:/67531/metapth240816	Cutting Horse Competition: Image 1991_D-223_04	NCHA	derbies	horse shows																
ark:/67531/metapth240817	Cutting Horse Competition: Image 1991_D-223_05	NCHA	derbies	horse shows																
ark:/67531/metapth240818	Cutting Horse Competition: Image 1991_D-223_06	NCHA	derbies	horse shows																
ark:/67531/metapth240819	Cutting Horse Competition: Image 1991_D-223_07	NCHA	derbies	horse shows																
ark:/67531/metapth240820	Cutting Horse Competition: Image 1991_D-223_08	NCHA	derbies	horse shows																
ark:/67531/metapth240821	Cutting Horse Competition: Image 1991_D-223_09	NCHA	derbies	horse shows																
ark:/67531/metapth240822	Cutting Horse Competition: Image 1991_D-223_10	NCHA	derbies	horse shows																
ark:/67531/metapth240823	Cutting Horse Competition: Image 1991_D-223_11	NCHA	derbies	horse shows																
ark:/67531/metapth240824	Cutting Horse Competition: Image 1991_D-223_12	NCHA	derbies	horse shows																
ark:/67531/metapth240825	Cutting Horse Competition: Image 1991_D-224_01	NCHA	derbies	horse shows																
ark:/67531/metapth240826	Cutting Horse Competition: Image 1991_D-224_02	NCHA	derbies	horse shows																
ark:/67531/metapth240827	Cutting Horse Competition: Image 1991_D-224_03	NCHA	derbies	horse shows																
ark:/67531/metapth240828	Cutting Horse Competition: Image 1991_D-224_04	NCHA	derbies	horse shows																
ark:/67531/metapth240829	Cutting Horse Competition: Image 1991_D-224_05	NCHA	derbies	horse shows																
ark:/67531/metapth240830	Cutting Horse Competition: Image 1991_D-224_06	NCHA	derbies	horse shows																
ark:/67531/metapth240831	Cutting Horse Competition: Image 1991_D-224_07	NCHA	derbies	horse shows																
ark:/67531/metapth240832	Cutting Horse Competition: Image 1991_D-224_08	NCHA	derbies	horse shows																
ark:/67531/metapth240833	Cutting Horse Competition: Image 1991_D-224_09	NCHA	derbies	horse shows																
ark:/67531/metapth240834	Cutting Horse Competition: Image 1991_D-224_10	NCHA	derbies	horse shows																
ark:/67531/metapth240835	Cutting Horse Competition: Image 1991_D-224_11	NCHA	derbies	horse shows																
ark:/67531/metapth240836	Cutting Horse Competition: Image 1991_D-224_12	NCHA	derbies	horse shows																
ark:/67531/metapth240837	Cutting Horse Competition: Image 1991_D-225_01	NCHA	derbies	horse shows																
ark:/67531/metapth240838	Cutting Horse Competition: Image 1991_D-225_02	NCHA	derbies	horse shows																
ark:/67531/metapth240839	Cutting Horse Competition: Image 1991_D-225_03	NCHA	derbies	horse shows																
ark:/67531/metapth240840	Cutting Horse Competition: Image 1991_D-225_04	NCHA	derbies	horse shows																
ark:/67531/metapth240841	Cutting Horse Competition: Image 1991_D-225_05	NCHA	derbies	horse shows																
ark:/67531/metapth240842	Cutting Horse Competition: Image 1991_D-225_06	NCHA	derbies	horse shows																
ark:/67531/metapth240843	Cutting Horse Competition: Image 1991_D-225_07	NCHA	derbies	horse shows																
ark:/67531/metapth240844	Cutting Horse Competition: Image 1991_D-225_08	NCHA	derbies	horse shows																
ark:/67531/metapth240845	Cutting Horse Competition: Image 1991_D-225_09	NCHA	derbies	horse shows																
ark:/67531/metapth240846	Cutting Horse Competition: Image 1991_D-225_10	NCHA	derbies	horse shows																
ark:/67531/metapth240847	Cutting Horse Competition: Image 1991_D-225_11	NCHA	derbies	horse shows																
ark:/67531/metapth240848	Cutting Horse Competition: Image 1991_D-225_12	NCHA	derbies	horse shows																
ark:/67531/metapth240849	Cutting Horse Competition: Image 1991_D-226_01	NCHA	derbies	horse shows																
ark:/67531/metapth240850	Cutting Horse Competition: Image 1991_D-226_02	NCHA	derbies	horse shows																
ark:/67531/metapth240851	Cutting Horse Competition: Image 1991_D-226_03	NCHA	derbies	horse shows																
ark:/67531/metapth240852	Cutting Horse Competition: Image 1991_D-226_04	NCHA	derbies	horse shows																
ark:/67531/metapth240853	Cutting Horse Competition: Image 1991_D-226_05	NCHA	derbies	horse shows																
ark:/67531/metapth240854	Cutting Horse Competition: Image 1991_D-226_06	NCHA	derbies	horse shows																
ark:/67531/metapth240855	Cutting Horse Competition: Image 1991_D-226_07	NCHA	derbies	horse shows																
ark:/67531/metapth240856	Cutting Horse Competition: Image 1991_D-226_08	NCHA	derbies	horse shows																
ark:/67531/metapth240857	Cutting Horse Competition: Image 1991_D-226_09	NCHA	derbies	horse shows																
ark:/67531/metapth240858	Cutting Horse Competition: Image 1991_D-226_10	NCHA	derbies	horse shows																
ark:/67531/metapth240859	Cutting Horse Competition: Image 1991_D-226_11	NCHA	derbies	horse shows																
ark:/67531/metapth240860	Cutting Horse Competition: Image 1991_D-226_12	NCHA	derbies	horse shows																
ark:/67531/metapth240861	Cutting Horse Competition: Image 1991_D-227_01	NCHA	derbies	horse shows																
ark:/67531/metapth240862	Cutting Horse Competition: Image 1991_D-227_02	NCHA	derbies	horse shows																
ark:/67531/metapth240863	Cutting Horse Competition: Image 1991_D-227_03	NCHA	derbies	horse shows																
ark:/67531/metapth240864	Cutting Horse Competition: Image 1991_D-227_04	NCHA	derbies	horse shows																
ark:/67531/metapth240865	Cutting Horse Competition: Image 1991_D-227_05	NCHA	derbies	horse shows																
ark:/67531/metapth240866	Cutting Horse Competition: Image 1991_D-227_06	NCHA	derbies	horse shows																
ark:/67531/metapth240867	Cutting Horse Competition: Image 1991_D-227_07	NCHA	derbies	horse shows																
ark:/67531/metapth240868	Cutting Horse Competition: Image 1991_D-227_08	NCHA	derbies	horse shows																
ark:/67531/metapth240869	Cutting Horse Competition: Image 1991_D-227_09	NCHA	derbies	horse shows																
ark:/67531/metapth240870	Cutting Horse Competition: Image 1991_D-227_10	NCHA	derbies	horse shows																
ark:/67531/metapth240871	Cutting Horse Competition: Image 1991_D-227_11	NCHA	derbies	horse shows																
ark:/67531/metapth240872	Cutting Horse Competition: Image 1991_D-227_12	NCHA	derbies	horse shows																
ark:/67531/metapth240873	Cutting Horse Competition: Image 1991_D-228_01	NCHA	derbies	horse shows																
ark:/67531/metapth240874	Cutting Horse Competition: Image 1991_D-228_02	NCHA	derbies	horse shows																
ark:/67531/metapth240875	Cutting Horse Competition: Image 1991_D-228_03	NCHA	derbies	horse shows																
ark:/67531/metapth240876	Cutting Horse Competition: Image 1991_D-228_04	NCHA	derbies	horse shows																
ark:/67531/metapth240877	Cutting Horse Competition: Image 1991_D-228_05	NCHA	derbies	horse shows																
ark:/67531/metapth240878	Cutting Horse Competition: Image 1991_D-228_06	NCHA	derbies	horse shows																
ark:/67531/metapth240879	Cutting Horse Competition: Image 1991_D-228_07	NCHA	derbies	horse shows																
ark:/67531/metapth240880	Cutting Horse Competition: Image 1991_D-228_08	NCHA	derbies	horse shows																
ark:/67531/metapth240881	Cutting Horse Competition: Image 1991_D-228_09	NCHA	derbies	horse shows																
ark:/67531/metapth240882	Cutting Horse Competition: Image 1991_D-228_10	NCHA	derbies	horse shows																
ark:/67531/metapth240883	Cutting Horse Competition: Image 1991_D-228_11	NCHA	derbies	horse shows																
ark:/67531/metapth240884	Cutting Horse Competition: Image 1991_D-228_12	NCHA	derbies	horse shows																
ark:/67531/metapth240885	Cutting Horse Competition: Image 1991_D-229_01	NCHA	derbies	horse shows																
ark:/67531/metapth240886	Cutting Horse Competition: Image 1991_D-229_02	NCHA	derbies	horse shows																
ark:/67531/metapth240887	Cutting Horse Competition: Image 1991_D-229_03	NCHA	derbies	horse shows																
ark:/67531/metapth240888	Cutting Horse Competition: Image 1991_D-229_04	NCHA	derbies	horse shows																
ark:/67531/metapth240889	Cutting Horse Competition: Image 1991_D-229_05	NCHA	derbies	horse shows																
ark:/67531/metapth240890	Cutting Horse Competition: Image 1991_D-229_06	NCHA	derbies	horse shows																
ark:/67531/metapth240891	Cutting Horse Competition: Image 1991_D-229_07	NCHA	derbies	horse shows																
ark:/67531/metapth240892	Cutting Horse Competition: Image 1991_D-229_08	NCHA	derbies	horse shows																
ark:/67531/metapth240893	Cutting Horse Competition: Image 1991_D-229_09	NCHA	derbies	horse shows																
ark:/67531/metapth240894	Cutting Horse Competition: Image 1991_D-22_01	NCHA	derbies	horse shows																
ark:/67531/metapth240895	Cutting Horse Competition: Image 1991_D-22_02	NCHA	derbies	horse shows																
ark:/67531/metapth240896	Cutting Horse Competition: Image 1991_D-22_03	NCHA	derbies	horse shows																
ark:/67531/metapth240897	Cutting Horse Competition: Image 1991_D-22_04	NCHA	derbies	horse shows																
ark:/67531/metapth240898	Cutting Horse Competition: Image 1991_D-22_05	NCHA	derbies	horse shows																
ark:/67531/metapth240899	Cutting Horse Competition: Image 1991_D-22_06	NCHA	derbies	horse shows																
ark:/67531/metapth240900	Cutting Horse Competition: Image 1991_D-22_07	NCHA	derbies	horse shows																
ark:/67531/metapth240901	Cutting Horse Competition: Image 1991_D-22_08	NCHA	derbies	horse shows																
ark:/67531/metapth240902	Cutting Horse Competition: Image 1991_D-22_09	NCHA	derbies	horse shows																
ark:/67531/metapth240903	Cutting Horse Competition: Image 1991_D-22_10	NCHA	derbies	horse shows																
ark:/67531/metapth240904	Cutting Horse Competition: Image 1991_D-22_11	NCHA	derbies	horse shows																
ark:/67531/metapth240905	Cutting Horse Competition: Image 1991_D-22_12	NCHA	derbies	horse shows																
ark:/67531/metapth240906	Cutting Horse Competition: Image 1991_D-230_01	NCHA	derbies	horse shows																
ark:/67531/metapth240907	Cutting Horse Competition: Image 1991_D-230_02	NCHA	derbies	horse shows																
ark:/67531/metapth240908	Cutting Horse Competition: Image 1991_D-230_03	NCHA	derbies	horse shows																
ark:/67531/metapth240909	Cutting Horse Competition: Image 1991_D-230_04	NCHA	derbies	horse shows																
ark:/67531/metapth240910	Cutting Horse Competition: Image 1991_D-230_05	NCHA	derbies	horse shows																
ark:/67531/metapth240911	Cutting Horse Competition: Image 1991_D-230_06	NCHA	derbies	horse shows																
ark:/67531/metapth240912	Cutting Horse Competition: Image 1991_D-230_07	NCHA	derbies	horse shows																
ark:/67531/metapth240913	Cutting Horse Competition: Image 1991_D-230_08	NCHA	derbies	horse shows																
ark:/67531/metapth240914	Cutting Horse Competition: Image 1991_D-230_09	NCHA	derbies	horse shows																
ark:/67531/metapth240915	Cutting Horse Competition: Image 1991_D-230_10	NCHA	derbies	horse shows																
ark:/67531/metapth240916	Cutting Horse Competition: Image 1991_D-230_11	NCHA	derbies	horse shows																
ark:/67531/metapth240917	Cutting Horse Competition: Image 1991_D-230_12	NCHA	derbies	horse shows																
ark:/67531/metapth240918	Cutting Horse Competition: Image 1991_D-231_01	NCHA	derbies	horse shows																
ark:/67531/metapth240919	Cutting Horse Competition: Image 1991_D-231_02	NCHA	derbies	horse shows																
ark:/67531/metapth240920	Cutting Horse Competition: Image 1991_D-231_03	NCHA	derbies	horse shows																
ark:/67531/metapth240921	Cutting Horse Competition: Image 1991_D-231_04	NCHA	derbies	horse shows																
ark:/67531/metapth240922	Cutting Horse Competition: Image 1991_D-231_05	NCHA	derbies	horse shows																
ark:/67531/metapth240923	Cutting Horse Competition: Image 1991_D-231_06	NCHA	derbies	horse shows																
ark:/67531/metapth240924	Cutting Horse Competition: Image 1991_D-231_07	NCHA	derbies	horse shows																
ark:/67531/metapth240925	Cutting Horse Competition: Image 1991_D-231_08	NCHA	derbies	horse shows																
ark:/67531/metapth240926	Cutting Horse Competition: Image 1991_D-231_09	NCHA	derbies	horse shows																
ark:/67531/metapth240927	Cutting Horse Competition: Image 1991_D-231_10	NCHA	derbies	horse shows																
ark:/67531/metapth240928	Cutting Horse Competition: Image 1991_D-231_11	NCHA	derbies	horse shows																
ark:/67531/metapth240929	Cutting Horse Competition: Image 1991_D-231_12	NCHA	derbies	horse shows																
ark:/67531/metapth240930	Cutting Horse Competition: Image 1991_D-232_01	NCHA	derbies	horse shows																
ark:/67531/metapth240931	Cutting Horse Competition: Image 1991_D-232_02	NCHA	derbies	horse shows																
ark:/67531/metapth240932	Cutting Horse Competition: Image 1991_D-232_03	NCHA	derbies	horse shows																
