field,county,state,subfeild,year,count
str_location_county,FanninCounty,TX,untl_decade,1950-1959,805
str_location_county,FanninCounty,TX,untl_decade,1960-1969,1008
str_location_county,FanninCounty,TX,untl_decade,1970-1979,159
str_location_county,FanninCounty,TX,untl_decade,1980-1989,2
str_location_county,FanninCounty,TX,untl_decade,2010-2019,226
str_location_county,FanninCounty,TX,untl_decade,2020-2029,12
str_location_county,FayetteCounty,TX,untl_decade,1840-1849,1
str_location_county,FayetteCounty,TX,untl_decade,1850-1859,233
str_location_county,FayetteCounty,TX,untl_decade,1860-1869,66
str_location_county,FayetteCounty,TX,untl_decade,1870-1879,56
str_location_county,FayetteCounty,TX,untl_decade,1880-1889,673
str_location_county,FayetteCounty,TX,untl_decade,1890-1899,752
str_location_county,FayetteCounty,TX,untl_decade,1900-1909,1734
str_location_county,FayetteCounty,TX,untl_decade,1910-1919,1796
str_location_county,FayetteCounty,TX,untl_decade,1920-1929,1417
str_location_county,FayetteCounty,TX,untl_decade,1930-1939,1170
str_location_county,FayetteCounty,TX,untl_decade,1940-1949,1735
str_location_county,FayetteCounty,TX,untl_decade,1950-1959,2061
str_location_county,FayetteCounty,TX,untl_decade,1960-1969,1413
str_location_county,FayetteCounty,TX,untl_decade,2010-2019,248
str_location_county,FoardCounty,TX,untl_decade,1930-1939,2
str_location_county,FortBendCounty,TX,untl_decade,1840-1849,1
str_location_county,FortBendCounty,TX,untl_decade,1850-1859,44
str_location_county,FortBendCounty,TX,untl_decade,1860-1869,6
str_location_county,FortBendCounty,TX,untl_decade,1870-1879,9
str_location_county,FortBendCounty,TX,untl_decade,1880-1889,18
str_location_county,FortBendCounty,TX,untl_decade,1890-1899,2
str_location_county,FortBendCounty,TX,untl_decade,1910-1919,67
str_location_county,FortBendCounty,TX,untl_decade,1920-1929,21
str_location_county,FortBendCounty,TX,untl_decade,1980-1989,13
str_location_county,FranklinCounty,TX,untl_decade,1940-1949,81
str_location_county,FranklinCounty,TX,untl_decade,1950-1959,398
str_location_county,FranklinCounty,TX,untl_decade,1960-1969,519
str_location_county,FranklinCounty,TX,untl_decade,1970-1979,522
str_location_county,FranklinCounty,TX,untl_decade,1980-1989,262
str_location_county,FranklinCounty,TX,untl_decade,1990-1999,52
str_location_county,FranklinCounty,TX,untl_decade,2000-2009,51
str_location_county,FranklinCounty,TX,untl_decade,2010-2019,110
str_location_county,FreestoneCounty,TX,untl_decade,1850-1859,1
str_location_county,FreestoneCounty,TX,untl_decade,1890-1899,387
str_location_county,FreestoneCounty,TX,untl_decade,1900-1909,626
str_location_county,FreestoneCounty,TX,untl_decade,1910-1919,984
str_location_county,FreestoneCounty,TX,untl_decade,1920-1929,672
str_location_county,FreestoneCounty,TX,untl_decade,1930-1939,1248
str_location_county,FreestoneCounty,TX,untl_decade,1940-1949,1389
str_location_county,FreestoneCounty,TX,untl_decade,1950-1959,1289
str_location_county,FreestoneCounty,TX,untl_decade,1960-1969,509
str_location_county,FreestoneCounty,TX,untl_decade,1970-1979,259
str_location_county,FreestoneCounty,TX,untl_decade,1980-1989,52
str_location_county,FreestoneCounty,TX,untl_decade,1990-1999,313
str_location_county,FrioCounty,TX,untl_decade,1900-1909,80
str_location_county,FrioCounty,TX,untl_decade,1910-1919,326
str_location_county,FrioCounty,TX,untl_decade,1990-1999,91
str_location_county,GainesCounty,TX,untl_decade,1910-1919,114
str_location_county,GainesCounty,TX,untl_decade,1920-1929,275
str_location_county,GainesCounty,TX,untl_decade,1930-1939,471
str_location_county,GainesCounty,TX,untl_decade,1940-1949,381
str_location_county,GainesCounty,TX,untl_decade,1950-1959,499
str_location_county,GainesCounty,TX,untl_decade,1960-1969,418
str_location_county,GainesCounty,TX,untl_decade,1970-1979,53
str_location_county,GainesCounty,TX,untl_decade,1980-1989,366
str_location_county,GainesCounty,TX,untl_decade,1990-1999,469
str_location_county,GainesCounty,TX,untl_decade,2000-2009,678
str_location_county,GainesCounty,TX,untl_decade,2010-2019,133
str_location_county,GalvestonCounty,TX,untl_decade,1830-1839,6
str_location_county,GalvestonCounty,TX,untl_decade,1840-1849,157
str_location_county,GalvestonCounty,TX,untl_decade,1850-1859,409
str_location_county,GalvestonCounty,TX,untl_decade,1860-1869,802
str_location_county,GalvestonCounty,TX,untl_decade,1870-1879,1860
str_location_county,GalvestonCounty,TX,untl_decade,1880-1889,4734
str_location_county,GalvestonCounty,TX,untl_decade,1890-1899,5655
str_location_county,GalvestonCounty,TX,untl_decade,1900-1909,3044
str_location_county,GalvestonCounty,TX,untl_decade,1910-1919,484
str_location_county,GalvestonCounty,TX,untl_decade,1930-1939,1
str_location_county,GalvestonCounty,TX,untl_decade,2010-2019,2
str_location_county,GillespieCounty,TX,untl_decade,1920-1929,49
str_location_county,GillespieCounty,TX,untl_decade,1930-1939,9
str_location_county,GillespieCounty,TX,untl_decade,1940-1949,450
str_location_county,GillespieCounty,TX,untl_decade,1950-1959,250
str_location_county,GillespieCounty,TX,untl_decade,1960-1969,145
str_location_county,GillespieCounty,TX,untl_decade,1970-1979,418
str_location_county,GillespieCounty,TX,untl_decade,1980-1989,506
str_location_county,GillespieCounty,TX,untl_decade,1990-1999,558
str_location_county,GillespieCounty,TX,untl_decade,2000-2009,259
str_location_county,GillespieCounty,TX,untl_decade,2010-2019,79
str_location_county,GoliadCounty,TX,untl_decade,1850-1859,6
str_location_county,GoliadCounty,TX,untl_decade,1860-1869,4
str_location_county,GoliadCounty,TX,untl_decade,1870-1879,4
str_location_county,GoliadCounty,TX,untl_decade,1900-1909,1
str_location_county,GonzalesCounty,TX,untl_decade,1850-1859,103
str_location_county,GonzalesCounty,TX,untl_decade,1860-1869,2
str_location_county,GonzalesCounty,TX,untl_decade,1870-1879,3
str_location_county,GonzalesCounty,TX,untl_decade,1910-1919,7
str_location_county,GrayCounty,TX,untl_decade,1930-1939,197
str_location_county,GrayCounty,TX,untl_decade,1950-1959,291
str_location_county,GraysonCounty,TX,untl_decade,1870-1879,3854
str_location_county,GraysonCounty,TX,untl_decade,1880-1889,1028
str_location_county,GraysonCounty,TX,untl_decade,1890-1899,558
str_location_county,GraysonCounty,TX,untl_decade,1900-1909,1031
str_location_county,GraysonCounty,TX,untl_decade,1910-1919,1509
str_location_county,GraysonCounty,TX,untl_decade,1920-1929,1042
str_location_county,GraysonCounty,TX,untl_decade,1930-1939,2919
str_location_county,GraysonCounty,TX,untl_decade,1940-1949,2715
str_location_county,GraysonCounty,TX,untl_decade,1950-1959,933
str_location_county,GraysonCounty,TX,untl_decade,1960-1969,377
str_location_county,GraysonCounty,TX,untl_decade,1970-1979,463
str_location_county,GraysonCounty,TX,untl_decade,1980-1989,153
str_location_county,GraysonCounty,TX,untl_decade,2010-2019,373
str_location_county,GraysonCounty,TX,untl_decade,2020-2029,43
str_location_county,GreggCounty,TX,untl_decade,1940-1949,102
str_location_county,GreggCounty,TX,untl_decade,1950-1959,1332
str_location_county,GrimesCounty,TX,untl_decade,1850-1859,32
str_location_county,GrimesCounty,TX,untl_decade,1890-1899,263
str_location_county,GrimesCounty,TX,untl_decade,1900-1909,652
str_location_county,GrimesCounty,TX,untl_decade,1910-1919,153
str_location_county,GrimesCounty,TX,untl_decade,1920-1929,1253
str_location_county,GrimesCounty,TX,untl_decade,1940-1949,98
str_location_county,GrimesCounty,TX,untl_decade,1950-1959,52
str_location_county,GrimesCounty,TX,untl_decade,1960-1969,2
str_location_county,GrimesCounty,TX,untl_decade,2010-2019,102
str_location_county,GuadalupeCounty,TX,untl_decade,1850-1859,43
str_location_county,GuadalupeCounty,TX,untl_decade,1880-1889,1
str_location_county,GuadalupeCounty,TX,untl_decade,1900-1909,473
str_location_county,GuadalupeCounty,TX,untl_decade,1910-1919,457
str_location_county,GuadalupeCounty,TX,untl_decade,1920-1929,514
str_location_county,GuadalupeCounty,TX,untl_decade,1930-1939,199
str_location_county,GuadalupeCounty,TX,untl_decade,1940-1949,99
str_location_county,GuadalupeCounty,TX,untl_decade,1950-1959,128
str_location_county,GuadalupeCounty,TX,untl_decade,1960-1969,258
str_location_county,GuadalupeCounty,TX,untl_decade,1970-1979,58
str_location_county,HaleCounty,TX,untl_decade,1910-1919,6
str_location_county,HaleCounty,TX,untl_decade,1920-1929,1
str_location_county,HallCounty,TX,untl_decade,1920-1929,1
str_location_county,HamiltonCounty,TX,untl_decade,1900-1909,1
str_location_county,HamiltonCounty,TX,untl_decade,1910-1919,9
str_location_county,HamiltonCounty,TX,untl_decade,1920-1929,2
str_location_county,HamiltonCounty,TX,untl_decade,1950-1959,2
str_location_county,HansfordCounty,TX,untl_decade,2010-2019,2
str_location_county,HardemanCounty,TX,untl_decade,1910-1919,20
str_location_county,HardemanCounty,TX,untl_decade,1920-1929,1
str_location_county,HardinCounty,TX,untl_decade,1910-1919,4
str_location_county,HardinCounty,TX,untl_decade,1920-1929,51
str_location_county,HardinCounty,TX,untl_decade,1930-1939,76
str_location_county,HardinCounty,TX,untl_decade,1950-1959,313
str_location_county,HardinCounty,TX,untl_decade,1960-1969,740
str_location_county,HardinCounty,TX,untl_decade,1970-1979,522
str_location_county,HardinCounty,TX,untl_decade,1980-1989,522
str_location_county,HardinCounty,TX,untl_decade,1990-1999,51
str_location_county,HardinCounty,TX,untl_decade,2000-2009,61
str_location_county,HardinCounty,TX,untl_decade,2010-2019,21
str_location_county,HarrisCounty,TX,untl_decade,1830-1839,159
str_location_county,HarrisCounty,TX,untl_decade,1840-1849,708
str_location_county,HarrisCounty,TX,untl_decade,1850-1859,327
str_location_county,HarrisCounty,TX,untl_decade,1860-1869,856
str_location_county,HarrisCounty,TX,untl_decade,1870-1879,469
str_location_county,HarrisCounty,TX,untl_decade,1890-1899,1365
str_location_county,HarrisCounty,TX,untl_decade,1900-1909,3240
str_location_county,HarrisCounty,TX,untl_decade,1910-1919,3827
str_location_county,HarrisCounty,TX,untl_decade,1920-1929,2292
str_location_county,HarrisCounty,TX,untl_decade,1930-1939,3392
str_location_county,HarrisCounty,TX,untl_decade,1940-1949,4433
str_location_county,HarrisCounty,TX,untl_decade,1950-1959,3941
str_location_county,HarrisCounty,TX,untl_decade,1960-1969,4209
str_location_county,HarrisCounty,TX,untl_decade,1970-1979,4316
str_location_county,HarrisCounty,TX,untl_decade,1980-1989,4252
str_location_county,HarrisCounty,TX,untl_decade,1990-1999,3512
str_location_county,HarrisCounty,TX,untl_decade,2000-2009,6822
str_location_county,HarrisCounty,TX,untl_decade,2010-2019,4414
str_location_county,HarrisonCounty,TX,untl_decade,1840-1849,30
str_location_county,HarrisonCounty,TX,untl_decade,1850-1859,525
str_location_county,HarrisonCounty,TX,untl_decade,1860-1869,413
str_location_county,HarrisonCounty,TX,untl_decade,1940-1949,1
str_location_county,HarrisonCounty,TX,untl_decade,1960-1969,1
str_location_county,HaskellCounty,TX,untl_decade,1930-1939,1
str_location_county,HaskellCounty,TX,untl_decade,1950-1959,2
str_location_county,HaskellCounty,TX,untl_decade,1960-1969,128
str_location_county,HaskellCounty,TX,untl_decade,1990-1999,2
str_location_county,HaysCounty,TX,untl_decade,1870-1879,115
str_location_county,HaysCounty,TX,untl_decade,1880-1889,590
str_location_county,HaysCounty,TX,untl_decade,1890-1899,60
str_location_county,HaysCounty,TX,untl_decade,1900-1909,36
str_location_county,HaysCounty,TX,untl_decade,1910-1919,135
str_location_county,HaysCounty,TX,untl_decade,1920-1929,347
str_location_county,HaysCounty,TX,untl_decade,1930-1939,133
str_location_county,HaysCounty,TX,untl_decade,1940-1949,3
str_location_county,HemphillCounty,TX,untl_decade,1880-1889,183
str_location_county,HemphillCounty,TX,untl_decade,1890-1899,2
str_location_county,HemphillCounty,TX,untl_decade,1900-1909,1
str_location_county,HemphillCounty,TX,untl_decade,1910-1919,30
str_location_county,HemphillCounty,TX,untl_decade,1920-1929,311
str_location_county,HemphillCounty,TX,untl_decade,1930-1939,355
str_location_county,HemphillCounty,TX,untl_decade,1940-1949,514
str_location_county,HemphillCounty,TX,untl_decade,1950-1959,461
str_location_county,HemphillCounty,TX,untl_decade,1960-1969,157
str_location_county,HemphillCounty,TX,untl_decade,1970-1979,261
str_location_county,HemphillCounty,TX,untl_decade,1980-1989,208
str_location_county,HemphillCounty,TX,untl_decade,1990-1999,519
str_location_county,HemphillCounty,TX,untl_decade,2000-2009,489
str_location_county,HemphillCounty,TX,untl_decade,2010-2019,167
str_location_county,HidalgoCounty,TX,untl_decade,1910-1919,233
str_location_county,HidalgoCounty,TX,untl_decade,1920-1929,1427
str_location_county,HidalgoCounty,TX,untl_decade,1930-1939,321
str_location_county,HidalgoCounty,TX,untl_decade,1940-1949,360
str_location_county,HidalgoCounty,TX,untl_decade,1950-1959,471
str_location_county,HidalgoCounty,TX,untl_decade,1960-1969,582
str_location_county,HidalgoCounty,TX,untl_decade,1970-1979,554
str_location_county,HidalgoCounty,TX,untl_decade,1980-1989,386
str_location_county,HillCounty,TX,untl_decade,1880-1889,9
str_location_county,HillCounty,TX,untl_decade,1890-1899,6
str_location_county,HillCounty,TX,untl_decade,1900-1909,47
str_location_county,HillCounty,TX,untl_decade,1910-1919,14
str_location_county,HillCounty,TX,untl_decade,1920-1929,1
str_location_county,HillCounty,TX,untl_decade,1950-1959,7
str_location_county,HillCounty,TX,untl_decade,1960-1969,38
str_location_county,HockleyCounty,TX,untl_decade,1920-1929,29
str_location_county,HockleyCounty,TX,untl_decade,1930-1939,202
str_location_county,HockleyCounty,TX,untl_decade,1940-1949,668
str_location_county,HockleyCounty,TX,untl_decade,1950-1959,1464
str_location_county,HockleyCounty,TX,untl_decade,1960-1969,997
str_location_county,HockleyCounty,TX,untl_decade,1970-1979,453
str_location_county,HockleyCounty,TX,untl_decade,1980-1989,546
str_location_county,HockleyCounty,TX,untl_decade,1990-1999,521
str_location_county,HockleyCounty,TX,untl_decade,2000-2009,453
str_location_county,HoodCounty,TX,untl_decade,1890-1899,1
str_location_county,HoodCounty,TX,untl_decade,1900-1909,3
str_location_county,HoodCounty,TX,untl_decade,1910-1919,3
str_location_county,HoodCounty,TX,untl_decade,1960-1969,1
str_location_county,HopkinsCounty,TX,untl_decade,1900-1909,211
str_location_county,HopkinsCounty,TX,untl_decade,1910-1919,753
str_location_county,HopkinsCounty,TX,untl_decade,1920-1929,594
str_location_county,HopkinsCounty,TX,untl_decade,1930-1939,899
str_location_county,HopkinsCounty,TX,untl_decade,1940-1949,868
str_location_county,HopkinsCounty,TX,untl_decade,1950-1959,3181
str_location_county,HopkinsCounty,TX,untl_decade,1960-1969,1532
str_location_county,HopkinsCounty,TX,untl_decade,1970-1979,411
str_location_county,HopkinsCounty,TX,untl_decade,1980-1989,1481
str_location_county,HopkinsCounty,TX,untl_decade,1990-1999,981
str_location_county,HopkinsCounty,TX,untl_decade,2000-2009,102
str_location_county,HoustonCounty,TX,untl_decade,1860-1869,1
str_location_county,HoustonCounty,TX,untl_decade,1900-1909,2
str_location_county,HoustonCounty,TX,untl_decade,1910-1919,138
str_location_county,HudspethCounty,TX,untl_decade,1920-1929,15
str_location_county,HudspethCounty,TX,untl_decade,1950-1959,159
str_location_county,HudspethCounty,TX,untl_decade,1960-1969,359
str_location_county,HudspethCounty,TX,untl_decade,1970-1979,419
str_location_county,HudspethCounty,TX,untl_decade,1980-1989,208
str_location_county,HudspethCounty,TX,untl_decade,2000-2009,417
str_location_county,HudspethCounty,TX,untl_decade,2010-2019,157
str_location_county,HuntCounty,TX,untl_decade,1880-1889,2
str_location_county,HuntCounty,TX,untl_decade,1890-1899,1
str_location_county,HuntCounty,TX,untl_decade,1900-1909,4
str_location_county,HuntCounty,TX,untl_decade,1910-1919,235
str_location_county,HuntCounty,TX,untl_decade,1950-1959,422
str_location_county,HuntCounty,TX,untl_decade,1960-1969,312
str_location_county,HuntCounty,TX,untl_decade,1970-1979,454
str_location_county,HuntCounty,TX,untl_decade,1980-1989,131
str_location_county,HutchinsonCounty,TX,untl_decade,1920-1929,580
str_location_county,HutchinsonCounty,TX,untl_decade,1930-1939,639
str_location_county,HutchinsonCounty,TX,untl_decade,1940-1949,1974
str_location_county,HutchinsonCounty,TX,untl_decade,2010-2019,2
str_location_county,JackCounty,TX,untl_decade,1860-1869,1
str_location_county,JackCounty,TX,untl_decade,1870-1879,174
str_location_county,JackCounty,TX,untl_decade,1880-1889,137
str_location_county,JackCounty,TX,untl_decade,1890-1899,469
str_location_county,JackCounty,TX,untl_decade,1900-1909,747
str_location_county,JackCounty,TX,untl_decade,1910-1919,789
str_location_county,JackCounty,TX,untl_decade,1920-1929,465
str_location_county,JackCounty,TX,untl_decade,1930-1939,517
str_location_county,JackCounty,TX,untl_decade,1940-1949,380
str_location_county,JackCounty,TX,untl_decade,1950-1959,311
str_location_county,JackCounty,TX,untl_decade,1960-1969,308
str_location_county,JackCounty,TX,untl_decade,1970-1979,498
str_location_county,JackCounty,TX,untl_decade,1980-1989,465
str_location_county,JackCounty,TX,untl_decade,1990-1999,53
str_location_county,JackCounty,TX,untl_decade,2010-2019,346
str_location_county,JacksonCounty,TX,untl_decade,1880-1889,1
str_location_county,JacksonCounty,TX,untl_decade,1910-1919,55
str_location_county,JacksonCounty,TX,untl_decade,1930-1939,50
str_location_county,JacksonCounty,TX,untl_decade,1940-1949,219
str_location_county,JacksonCounty,TX,untl_decade,1950-1959,519
str_location_county,JacksonCounty,TX,untl_decade,1960-1969,313
str_location_county,JacksonCounty,TX,untl_decade,2010-2019,175
str_location_county,JasperCounty,TX,untl_decade,1860-1869,1
str_location_county,JasperCounty,TX,untl_decade,1870-1879,139
str_location_county,JasperCounty,TX,untl_decade,1880-1889,53
str_location_county,JeffersonCounty,TX,untl_decade,1860-1869,4
str_location_county,JeffersonCounty,TX,untl_decade,1870-1879,2
str_location_county,JeffersonCounty,TX,untl_decade,1890-1899,62
str_location_county,JeffersonCounty,TX,untl_decade,1900-1909,88
str_location_county,JeffersonCounty,TX,untl_decade,1930-1939,3
str_location_county,JeffersonCounty,TX,untl_decade,1940-1949,101
str_location_county,JeffersonCounty,TX,untl_decade,1950-1959,198
str_location_county,JeffersonCounty,TX,untl_decade,1960-1969,251
str_location_county,JeffersonCounty,TX,untl_decade,1970-1979,339
str_location_county,JeffersonCounty,TX,untl_decade,1980-1989,475
str_location_county,JeffersonCounty,TX,untl_decade,1990-1999,474
str_location_county,JeffersonCounty,TX,untl_decade,2000-2009,238
str_location_county,JimHoggCounty,TX,untl_decade,1920-1929,235
str_location_county,JimHoggCounty,TX,untl_decade,1930-1939,382
str_location_county,JimHoggCounty,TX,untl_decade,1940-1949,154
str_location_county,JimWellsCounty,TX,untl_decade,1890-1899,24
str_location_county,JimWellsCounty,TX,untl_decade,1900-1909,81
str_location_county,JimWellsCounty,TX,untl_decade,1910-1919,10
str_location_county,JimWellsCounty,TX,untl_decade,1960-1969,1
str_location_county,JohnsonCounty,TX,untl_decade,1870-1879,3
str_location_county,JohnsonCounty,TX,untl_decade,1880-1889,13
str_location_county,JohnsonCounty,TX,untl_decade,1890-1899,17
str_location_county,JohnsonCounty,TX,untl_decade,1900-1909,9
str_location_county,JohnsonCounty,TX,untl_decade,1910-1919,310
str_location_county,JohnsonCounty,TX,untl_decade,1920-1929,39
str_location_county,JohnsonCounty,TX,untl_decade,1930-1939,1659
str_location_county,JohnsonCounty,TX,untl_decade,1940-1949,1451
str_location_county,JohnsonCounty,TX,untl_decade,1950-1959,117
str_location_county,JohnsonCounty,TX,untl_decade,1960-1969,659
str_location_county,JohnsonCounty,TX,untl_decade,1970-1979,1139
str_location_county,JohnsonCounty,TX,untl_decade,1980-1989,1264
str_location_county,JohnsonCounty,TX,untl_decade,1990-1999,678
str_location_county,JohnsonCounty,TX,untl_decade,2000-2009,63
str_location_county,JohnsonCounty,TX,untl_decade,2010-2019,364
str_location_county,JonesCounty,TX,untl_decade,1900-1909,162
str_location_county,JonesCounty,TX,untl_decade,1910-1919,2
str_location_county,JonesCounty,TX,untl_decade,1920-1929,475
str_location_county,JonesCounty,TX,untl_decade,1930-1939,625
str_location_county,JonesCounty,TX,untl_decade,1940-1949,686
str_location_county,JonesCounty,TX,untl_decade,1950-1959,353
str_location_county,JonesCounty,TX,untl_decade,1960-1969,404
str_location_county,JonesCounty,TX,untl_decade,1970-1979,520
str_location_county,JonesCounty,TX,untl_decade,1980-1989,366
str_location_county,JonesCounty,TX,untl_decade,1990-1999,469
str_location_county,JonesCounty,TX,untl_decade,2000-2009,381
str_location_county,KarnesCounty,TX,untl_decade,1930-1939,2
str_location_county,KaufmanCounty,TX,untl_decade,1860-1869,1
str_location_county,KaufmanCounty,TX,untl_decade,1880-1889,1
str_location_county,KaufmanCounty,TX,untl_decade,1900-1909,2
str_location_county,KaufmanCounty,TX,untl_decade,1920-1929,6
str_location_county,KaufmanCounty,TX,untl_decade,1940-1949,6
str_location_county,KaufmanCounty,TX,untl_decade,1950-1959,4
str_location_county,KaufmanCounty,TX,untl_decade,2010-2019,208
str_location_county,KendallCounty,TX,untl_decade,1890-1899,1
str_location_county,KendallCounty,TX,untl_decade,1910-1919,4
str_location_county,KendallCounty,TX,untl_decade,1940-1949,522
str_location_county,KendallCounty,TX,untl_decade,1950-1959,520
str_location_county,KendallCounty,TX,untl_decade,1960-1969,313
str_location_county,KerrCounty,TX,untl_decade,1920-1929,1
str_location_county,KerrCounty,TX,untl_decade,1930-1939,2
str_location_county,KimbleCounty,TX,untl_decade,1910-1919,1
str_location_county,KimbleCounty,TX,untl_decade,1920-1929,255
str_location_county,KinneyCounty,TX,untl_decade,1890-1899,14
str_location_county,KinneyCounty,TX,untl_decade,1900-1909,1
str_location_county,KinneyCounty,TX,untl_decade,1910-1919,13
str_location_county,KlebergCounty,TX,untl_decade,1910-1919,52
str_location_county,KlebergCounty,TX,untl_decade,1920-1929,278
str_location_county,KlebergCounty,TX,untl_decade,1930-1939,291
str_location_county,KnoxCounty,TX,untl_decade,1900-1909,90
str_location_county,KnoxCounty,TX,untl_decade,1910-1919,35
str_location_county,LaSalleCounty,TX,untl_decade,1880-1889,2
str_location_county,LaSalleCounty,TX,untl_decade,1900-1909,1
str_location_county,LaSalleCounty,TX,untl_decade,1910-1919,1
str_location_county,LaSalleCounty,TX,untl_decade,1920-1929,334
str_location_county,LaSalleCounty,TX,untl_decade,1930-1939,311
str_location_county,LaSalleCounty,TX,untl_decade,1940-1949,307
str_location_county,LaSalleCounty,TX,untl_decade,1950-1959,379
str_location_county,LaSalleCounty,TX,untl_decade,1960-1969,183
str_location_county,LaSalleCounty,TX,untl_decade,1970-1979,488
str_location_county,LaSalleCounty,TX,untl_decade,1980-1989,407
str_location_county,LamarCounty,TX,untl_decade,1850-1859,35
str_location_county,LamarCounty,TX,untl_decade,1880-1889,1
str_location_county,LamarCounty,TX,untl_decade,1890-1899,6
str_location_county,LamarCounty,TX,untl_decade,1910-1919,449
str_location_county,LamarCounty,TX,untl_decade,1920-1929,301
str_location_county,LamarCounty,TX,untl_decade,1930-1939,367
str_location_county,LamarCounty,TX,untl_decade,1940-1949,522
str_location_county,LamarCounty,TX,untl_decade,1950-1959,156
str_location_county,LamarCounty,TX,untl_decade,1970-1979,2
str_location_county,LamarCounty,TX,untl_decade,1980-1989,85
str_location_county,LambCounty,TX,untl_decade,1930-1939,1
str_location_county,LampasasCounty,TX,untl_decade,1850-1859,1
str_location_county,LampasasCounty,TX,untl_decade,1870-1879,24
str_location_county,LampasasCounty,TX,untl_decade,1880-1889,50
str_location_county,LampasasCounty,TX,untl_decade,1890-1899,117
str_location_county,LampasasCounty,TX,untl_decade,1900-1909,1461
str_location_county,LampasasCounty,TX,untl_decade,1910-1919,2677
str_location_county,LampasasCounty,TX,untl_decade,1920-1929,416
str_location_county,LampasasCounty,TX,untl_decade,1930-1939,3796
str_location_county,LampasasCounty,TX,untl_decade,1940-1949,448
str_location_county,LampasasCounty,TX,untl_decade,1980-1989,1
str_location_county,LavacaCounty,TX,untl_decade,1870-1879,30
str_location_county,LavacaCounty,TX,untl_decade,1880-1889,100
str_location_county,LavacaCounty,TX,untl_decade,1890-1899,867
str_location_county,LavacaCounty,TX,untl_decade,1900-1909,1058
str_location_county,LavacaCounty,TX,untl_decade,1910-1919,1486
str_location_county,LavacaCounty,TX,untl_decade,1920-1929,1166
str_location_county,LavacaCounty,TX,untl_decade,1930-1939,1342
str_location_county,LavacaCounty,TX,untl_decade,1940-1949,991
str_location_county,LavacaCounty,TX,untl_decade,1950-1959,961
str_location_county,LavacaCounty,TX,untl_decade,1960-1969,416
str_location_county,LeonCounty,TX,untl_decade,1890-1899,1
str_location_county,LibertyCounty,TX,untl_decade,1900-1909,3
str_location_county,LibertyCounty,TX,untl_decade,1910-1919,1
str_location_county,LibertyCounty,TX,untl_decade,1980-1989,340
str_location_county,LibertyCounty,TX,untl_decade,1990-1999,326
str_location_county,LibertyCounty,TX,untl_decade,2000-2009,172
str_location_county,LimestoneCounty,TX,untl_decade,1900-1909,340
str_location_county,LimestoneCounty,TX,untl_decade,1910-1919,503
str_location_county,LimestoneCounty,TX,untl_decade,1920-1929,309
str_location_county,LimestoneCounty,TX,untl_decade,1930-1939,304
str_location_county,LimestoneCounty,TX,untl_decade,1940-1949,440
str_location_county,LimestoneCounty,TX,untl_decade,1970-1979,100
str_location_county,LipscombCounty,TX,untl_decade,1910-1919,281
str_location_county,LipscombCounty,TX,untl_decade,1920-1929,352
str_location_county,LipscombCounty,TX,untl_decade,1930-1939,382
str_location_county,LipscombCounty,TX,untl_decade,1940-1949,97
str_location_county,LipscombCounty,TX,untl_decade,1950-1959,15
str_location_county,LipscombCounty,TX,untl_decade,1960-1969,187
str_location_county,LipscombCounty,TX,untl_decade,1970-1979,1
str_location_county,LiveOakCounty,TX,untl_decade,1910-1919,1
str_location_county,LlanoCounty,TX,untl_decade,1910-1919,310
str_location_county,LlanoCounty,TX,untl_decade,1920-1929,432
str_location_county,LlanoCounty,TX,untl_decade,1930-1939,459
str_location_county,LlanoCounty,TX,untl_decade,1940-1949,313
str_location_county,LlanoCounty,TX,untl_decade,1950-1959,313
str_location_county,LlanoCounty,TX,untl_decade,1960-1969,156
str_location_county,LlanoCounty,TX,untl_decade,1970-1979,469
str_location_county,LlanoCounty,TX,untl_decade,1980-1989,418
str_location_county,LlanoCounty,TX,untl_decade,1990-1999,365
str_location_county,LlanoCounty,TX,untl_decade,2000-2009,418
str_location_county,LlanoCounty,TX,untl_decade,2010-2019,52
str_location_county,LubbockCounty,TX,untl_decade,1900-1909,35
str_location_county,LubbockCounty,TX,untl_decade,1910-1919,202
str_location_county,LubbockCounty,TX,untl_decade,1920-1929,183
str_location_county,LubbockCounty,TX,untl_decade,1930-1939,14
str_location_county,LubbockCounty,TX,untl_decade,1940-1949,181
str_location_county,LubbockCounty,TX,untl_decade,1950-1959,239
str_location_county,LubbockCounty,TX,untl_decade,1960-1969,198
str_location_county,LubbockCounty,TX,untl_decade,1970-1979,57
str_location_county,LubbockCounty,TX,untl_decade,1980-1989,17
str_location_county,LubbockCounty,TX,untl_decade,1990-1999,23
str_location_county,LubbockCounty,TX,untl_decade,2000-2009,3
str_location_county,LynnCounty,TX,untl_decade,1920-1929,18
str_location_county,LynnCounty,TX,untl_decade,1930-1939,105
str_location_county,MadisonCounty,TX,untl_decade,1920-1929,97
str_location_county,MarionCounty,TX,untl_decade,1850-1859,3
str_location_county,MarionCounty,TX,untl_decade,1860-1869,64
str_location_county,MarionCounty,TX,untl_decade,1870-1879,16
str_location_county,MarionCounty,TX,untl_decade,1880-1889,4
str_location_county,MarionCounty,TX,untl_decade,1890-1899,5
str_location_county,MarionCounty,TX,untl_decade,1900-1909,223
str_location_county,MarionCounty,TX,untl_decade,1910-1919,191
str_location_county,MarionCounty,TX,untl_decade,1930-1939,33
