field,county,state,subfeild,year,count
str_location_county,MarionCounty,TX,untl_decade,1940-1949,26
str_location_county,MarionCounty,TX,untl_decade,1950-1959,32
str_location_county,MartinCounty,TX,untl_decade,1910-1919,12
str_location_county,MatagordaCounty,TX,untl_decade,1830-1839,31
str_location_county,MatagordaCounty,TX,untl_decade,1840-1849,12
str_location_county,MatagordaCounty,TX,untl_decade,1850-1859,87
str_location_county,MatagordaCounty,TX,untl_decade,1860-1869,65
str_location_county,MatagordaCounty,TX,untl_decade,1890-1899,93
str_location_county,MatagordaCounty,TX,untl_decade,1900-1909,76
str_location_county,MatagordaCounty,TX,untl_decade,1910-1919,1893
str_location_county,MatagordaCounty,TX,untl_decade,1920-1929,797
str_location_county,MatagordaCounty,TX,untl_decade,1930-1939,585
str_location_county,MatagordaCounty,TX,untl_decade,1940-1949,607
str_location_county,MatagordaCounty,TX,untl_decade,1950-1959,571
str_location_county,MatagordaCounty,TX,untl_decade,1960-1969,520
str_location_county,MatagordaCounty,TX,untl_decade,1970-1979,309
str_location_county,MatagordaCounty,TX,untl_decade,1980-1989,519
str_location_county,MatagordaCounty,TX,untl_decade,1990-1999,301
str_location_county,MatagordaCounty,TX,untl_decade,2010-2019,72
str_location_county,MaverickCounty,TX,untl_decade,1890-1899,150
str_location_county,MaverickCounty,TX,untl_decade,1900-1909,52
str_location_county,MaverickCounty,TX,untl_decade,1910-1919,53
str_location_county,MaverickCounty,TX,untl_decade,1940-1949,85
str_location_county,McCullochCounty,TX,untl_decade,1920-1929,1
str_location_county,McCullochCounty,TX,untl_decade,1950-1959,567
str_location_county,McCullochCounty,TX,untl_decade,1960-1969,624
str_location_county,McCullochCounty,TX,untl_decade,2010-2019,68
str_location_county,McLennanCounty,TX,untl_decade,1850-1859,9
str_location_county,McLennanCounty,TX,untl_decade,1860-1869,3
str_location_county,McLennanCounty,TX,untl_decade,1870-1879,285
str_location_county,McLennanCounty,TX,untl_decade,1880-1889,2032
str_location_county,McLennanCounty,TX,untl_decade,1890-1899,562
str_location_county,McLennanCounty,TX,untl_decade,1900-1909,4
str_location_county,McLennanCounty,TX,untl_decade,1910-1919,263
str_location_county,McLennanCounty,TX,untl_decade,1920-1929,518
str_location_county,McLennanCounty,TX,untl_decade,1930-1939,1413
str_location_county,McLennanCounty,TX,untl_decade,1940-1949,1986
str_location_county,McLennanCounty,TX,untl_decade,1950-1959,1941
str_location_county,McLennanCounty,TX,untl_decade,1960-1969,1172
str_location_county,McLennanCounty,TX,untl_decade,1970-1979,1080
str_location_county,McLennanCounty,TX,untl_decade,1980-1989,583
str_location_county,McLennanCounty,TX,untl_decade,1990-1999,529
str_location_county,McLennanCounty,TX,untl_decade,2000-2009,155
str_location_county,McLennanCounty,TX,untl_decade,2010-2019,116
str_location_county,MedinaCounty,TX,untl_decade,1900-1909,280
str_location_county,MedinaCounty,TX,untl_decade,1910-1919,470
str_location_county,MedinaCounty,TX,untl_decade,1920-1929,521
str_location_county,MedinaCounty,TX,untl_decade,1930-1939,454
str_location_county,MedinaCounty,TX,untl_decade,1940-1949,258
str_location_county,MedinaCounty,TX,untl_decade,1950-1959,520
str_location_county,MedinaCounty,TX,untl_decade,1960-1969,310
str_location_county,MedinaCounty,TX,untl_decade,1970-1979,521
str_location_county,MedinaCounty,TX,untl_decade,1980-1989,522
str_location_county,MedinaCounty,TX,untl_decade,1990-1999,521
str_location_county,MedinaCounty,TX,untl_decade,2000-2009,390
str_location_county,MedinaCounty,TX,untl_decade,2010-2019,117
str_location_county,MilamCounty,TX,untl_decade,1870-1879,1
str_location_county,MilamCounty,TX,untl_decade,1880-1889,7
str_location_county,MilamCounty,TX,untl_decade,1890-1899,118
str_location_county,MilamCounty,TX,untl_decade,1900-1909,360
str_location_county,MilamCounty,TX,untl_decade,1910-1919,510
str_location_county,MilamCounty,TX,untl_decade,1920-1929,462
str_location_county,MilamCounty,TX,untl_decade,1930-1939,523
str_location_county,MilamCounty,TX,untl_decade,1940-1949,823
str_location_county,MilamCounty,TX,untl_decade,1950-1959,987
str_location_county,MilamCounty,TX,untl_decade,1960-1969,730
str_location_county,MillsCounty,TX,untl_decade,1890-1899,7
str_location_county,MillsCounty,TX,untl_decade,1900-1909,166
str_location_county,MillsCounty,TX,untl_decade,1910-1919,375
str_location_county,MillsCounty,TX,untl_decade,1920-1929,120
str_location_county,MillsCounty,TX,untl_decade,1930-1939,859
str_location_county,MillsCounty,TX,untl_decade,1940-1949,294
str_location_county,MillsCounty,TX,untl_decade,1950-1959,392
str_location_county,MillsCounty,TX,untl_decade,1960-1969,431
str_location_county,MillsCounty,TX,untl_decade,1970-1979,379
str_location_county,MitchellCounty,TX,untl_decade,1890-1899,1
str_location_county,MitchellCounty,TX,untl_decade,1900-1909,5
str_location_county,MontagueCounty,TX,untl_decade,1900-1909,167
str_location_county,MontagueCounty,TX,untl_decade,1910-1919,524
str_location_county,MontagueCounty,TX,untl_decade,1920-1929,322
str_location_county,MontagueCounty,TX,untl_decade,1930-1939,622
str_location_county,MontagueCounty,TX,untl_decade,1940-1949,559
str_location_county,MontagueCounty,TX,untl_decade,1950-1959,620
str_location_county,MontagueCounty,TX,untl_decade,1960-1969,580
str_location_county,MontagueCounty,TX,untl_decade,1970-1979,157
str_location_county,MontagueCounty,TX,untl_decade,1980-1989,52
str_location_county,MontagueCounty,TX,untl_decade,2000-2009,141
str_location_county,MontagueCounty,TX,untl_decade,2010-2019,227
str_location_county,MontgomeryCounty,TX,untl_decade,1870-1879,1
str_location_county,MontgomeryCounty,TX,untl_decade,1880-1889,9
str_location_county,MontgomeryCounty,TX,untl_decade,1890-1899,17
str_location_county,MontgomeryCounty,TX,untl_decade,1900-1909,32
str_location_county,MontgomeryCounty,TX,untl_decade,1910-1919,298
str_location_county,MontgomeryCounty,TX,untl_decade,1920-1929,205
str_location_county,MorrisCounty,TX,untl_decade,1900-1909,93
str_location_county,MorrisCounty,TX,untl_decade,1910-1919,123
str_location_county,MorrisCounty,TX,untl_decade,1920-1929,268
str_location_county,MorrisCounty,TX,untl_decade,1930-1939,54
str_location_county,MorrisCounty,TX,untl_decade,1940-1949,15
str_location_county,MorrisCounty,TX,untl_decade,1950-1959,213
str_location_county,MorrisCounty,TX,untl_decade,1960-1969,518
str_location_county,MorrisCounty,TX,untl_decade,1970-1979,161
str_location_county,MorrisCounty,TX,untl_decade,2010-2019,30
str_location_county,NacogdochesCounty,TX,untl_decade,1830-1839,3
str_location_county,NacogdochesCounty,TX,untl_decade,1850-1859,12
str_location_county,NacogdochesCounty,TX,untl_decade,1880-1889,7
str_location_county,NacogdochesCounty,TX,untl_decade,1890-1899,4
str_location_county,NacogdochesCounty,TX,untl_decade,1910-1919,13
str_location_county,NavarroCounty,TX,untl_decade,1850-1859,7
str_location_county,NavarroCounty,TX,untl_decade,1860-1869,101
str_location_county,NavarroCounty,TX,untl_decade,1880-1889,45
str_location_county,NavarroCounty,TX,untl_decade,1890-1899,15
str_location_county,NavarroCounty,TX,untl_decade,1900-1909,40
str_location_county,NavarroCounty,TX,untl_decade,1910-1919,2
str_location_county,NavarroCounty,TX,untl_decade,1920-1929,67
str_location_county,NavarroCounty,TX,untl_decade,1930-1939,1
str_location_county,NavarroCounty,TX,untl_decade,1940-1949,41
str_location_county,NavarroCounty,TX,untl_decade,1950-1959,197
str_location_county,NavarroCounty,TX,untl_decade,1980-1989,270
str_location_county,NavarroCounty,TX,untl_decade,2000-2009,104
str_location_county,NavarroCounty,TX,untl_decade,2010-2019,98
str_location_county,NewtonCounty,TX,untl_decade,2000-2009,60
str_location_county,NewtonCounty,TX,untl_decade,2010-2019,29
str_location_county,NolanCounty,TX,untl_decade,1910-1919,53
str_location_county,NolanCounty,TX,untl_decade,1930-1939,1183
str_location_county,NolanCounty,TX,untl_decade,1940-1949,2903
str_location_county,NolanCounty,TX,untl_decade,1950-1959,1706
str_location_county,NolanCounty,TX,untl_decade,1970-1979,1
str_location_county,NolanCounty,TX,untl_decade,2000-2009,299
str_location_county,NolanCounty,TX,untl_decade,2010-2019,844
str_location_county,NuecesCounty,TX,untl_decade,1840-1849,48
str_location_county,NuecesCounty,TX,untl_decade,1850-1859,14
str_location_county,NuecesCounty,TX,untl_decade,1860-1869,129
str_location_county,NuecesCounty,TX,untl_decade,1870-1879,1
str_location_county,NuecesCounty,TX,untl_decade,1900-1909,90
str_location_county,NuecesCounty,TX,untl_decade,1910-1919,1790
str_location_county,NuecesCounty,TX,untl_decade,1920-1929,970
str_location_county,NuecesCounty,TX,untl_decade,1950-1959,39
str_location_county,NuecesCounty,TX,untl_decade,1960-1969,231
str_location_county,NuecesCounty,TX,untl_decade,1970-1979,729
str_location_county,NuecesCounty,TX,untl_decade,1980-1989,960
str_location_county,NuecesCounty,TX,untl_decade,1990-1999,769
str_location_county,NuecesCounty,TX,untl_decade,2000-2009,790
str_location_county,NuecesCounty,TX,untl_decade,2010-2019,346
str_location_county,NuecesCounty,TX,untl_decade,2020-2029,9
str_location_county,OrangeCounty,TX,untl_decade,1870-1879,1
str_location_county,OrangeCounty,TX,untl_decade,1880-1889,1
str_location_county,OrangeCounty,TX,untl_decade,1890-1899,2
str_location_county,OrangeCounty,TX,untl_decade,1900-1909,1581
str_location_county,OrangeCounty,TX,untl_decade,1910-1919,306
str_location_county,OrangeCounty,TX,untl_decade,1920-1929,1072
str_location_county,OrangeCounty,TX,untl_decade,1930-1939,2268
str_location_county,OrangeCounty,TX,untl_decade,1940-1949,2553
str_location_county,OrangeCounty,TX,untl_decade,1950-1959,2035
str_location_county,OrangeCounty,TX,untl_decade,1960-1969,259
str_location_county,OrangeCounty,TX,untl_decade,1980-1989,135
str_location_county,OrangeCounty,TX,untl_decade,1990-1999,501
str_location_county,OrangeCounty,TX,untl_decade,2000-2009,103
str_location_county,PaloPintoCounty,TX,untl_decade,1870-1879,7
str_location_county,PaloPintoCounty,TX,untl_decade,1880-1889,107
str_location_county,PaloPintoCounty,TX,untl_decade,1890-1899,8
str_location_county,PaloPintoCounty,TX,untl_decade,1900-1909,840
str_location_county,PaloPintoCounty,TX,untl_decade,1910-1919,165
str_location_county,PaloPintoCounty,TX,untl_decade,1920-1929,33
str_location_county,PaloPintoCounty,TX,untl_decade,1930-1939,427
str_location_county,PaloPintoCounty,TX,untl_decade,1940-1949,110
str_location_county,PaloPintoCounty,TX,untl_decade,1950-1959,5
str_location_county,PaloPintoCounty,TX,untl_decade,1960-1969,103
str_location_county,PaloPintoCounty,TX,untl_decade,1970-1979,36
str_location_county,PaloPintoCounty,TX,untl_decade,1980-1989,208
str_location_county,PaloPintoCounty,TX,untl_decade,2000-2009,11
str_location_county,PaloPintoCounty,TX,untl_decade,2010-2019,276
str_location_county,PanolaCounty,TX,untl_decade,1870-1879,330
str_location_county,PanolaCounty,TX,untl_decade,1880-1889,86
str_location_county,PanolaCounty,TX,untl_decade,1890-1899,104
str_location_county,PanolaCounty,TX,untl_decade,1900-1909,326
str_location_county,PanolaCounty,TX,untl_decade,1910-1919,439
str_location_county,PanolaCounty,TX,untl_decade,1920-1929,433
str_location_county,PanolaCounty,TX,untl_decade,1930-1939,241
str_location_county,PanolaCounty,TX,untl_decade,1940-1949,405
str_location_county,PanolaCounty,TX,untl_decade,1950-1959,393
str_location_county,PanolaCounty,TX,untl_decade,1960-1969,459
str_location_county,PanolaCounty,TX,untl_decade,1970-1979,339
str_location_county,PanolaCounty,TX,untl_decade,1980-1989,73
str_location_county,PanolaCounty,TX,untl_decade,1990-1999,563
str_location_county,PanolaCounty,TX,untl_decade,2000-2009,961
str_location_county,PanolaCounty,TX,untl_decade,2010-2019,462
str_location_county,ParkerCounty,TX,untl_decade,1850-1859,1
str_location_county,ParkerCounty,TX,untl_decade,1860-1869,1
str_location_county,ParkerCounty,TX,untl_decade,1870-1879,3
str_location_county,ParkerCounty,TX,untl_decade,1880-1889,19
str_location_county,ParkerCounty,TX,untl_decade,1890-1899,63
str_location_county,ParkerCounty,TX,untl_decade,1900-1909,333
str_location_county,ParkerCounty,TX,untl_decade,1910-1919,2497
str_location_county,ParkerCounty,TX,untl_decade,1920-1929,1417
str_location_county,ParkerCounty,TX,untl_decade,1930-1939,40
str_location_county,ParkerCounty,TX,untl_decade,1940-1949,152
str_location_county,ParkerCounty,TX,untl_decade,1950-1959,173
str_location_county,ParkerCounty,TX,untl_decade,1960-1969,99
str_location_county,ParkerCounty,TX,untl_decade,1970-1979,104
str_location_county,ParkerCounty,TX,untl_decade,1980-1989,78
str_location_county,ParkerCounty,TX,untl_decade,1990-1999,109
str_location_county,ParkerCounty,TX,untl_decade,2000-2009,12
str_location_county,ParkerCounty,TX,untl_decade,2010-2019,6
str_location_county,PecosCounty,TX,untl_decade,1890-1899,21
str_location_county,PecosCounty,TX,untl_decade,1900-1909,88
str_location_county,PecosCounty,TX,untl_decade,1910-1919,420
str_location_county,PecosCounty,TX,untl_decade,1920-1929,101
str_location_county,PolkCounty,TX,untl_decade,1890-1899,2
str_location_county,PolkCounty,TX,untl_decade,1900-1909,164
str_location_county,PolkCounty,TX,untl_decade,1910-1919,207
str_location_county,PolkCounty,TX,untl_decade,1930-1939,381
str_location_county,PolkCounty,TX,untl_decade,1940-1949,335
str_location_county,PolkCounty,TX,untl_decade,1950-1959,313
str_location_county,PolkCounty,TX,untl_decade,1960-1969,414
str_location_county,PolkCounty,TX,untl_decade,1970-1979,51
str_location_county,PolkCounty,TX,untl_decade,1980-1989,955
str_location_county,PolkCounty,TX,untl_decade,1990-1999,860
str_location_county,PolkCounty,TX,untl_decade,2000-2009,977
str_location_county,PolkCounty,TX,untl_decade,2010-2019,518
str_location_county,PotterCounty,TX,untl_decade,1900-1909,164
str_location_county,PotterCounty,TX,untl_decade,1910-1919,1000
str_location_county,PotterCounty,TX,untl_decade,1920-1929,738
str_location_county,PotterCounty,TX,untl_decade,1930-1939,1
str_location_county,PresidioCounty,TX,untl_decade,1900-1909,85
str_location_county,PresidioCounty,TX,untl_decade,1910-1919,124
str_location_county,RainsCounty,TX,untl_decade,1900-1909,121
str_location_county,RainsCounty,TX,untl_decade,1910-1919,295
str_location_county,RainsCounty,TX,untl_decade,1920-1929,367
str_location_county,RainsCounty,TX,untl_decade,1930-1939,52
str_location_county,RainsCounty,TX,untl_decade,1960-1969,256
str_location_county,RainsCounty,TX,untl_decade,1970-1979,287
str_location_county,RainsCounty,TX,untl_decade,1980-1989,255
str_location_county,RainsCounty,TX,untl_decade,1990-1999,511
str_location_county,RainsCounty,TX,untl_decade,2000-2009,511
str_location_county,RainsCounty,TX,untl_decade,2010-2019,206
str_location_county,RandallCounty,TX,untl_decade,1900-1909,400
str_location_county,RandallCounty,TX,untl_decade,1910-1919,39
str_location_county,ReaganCounty,TX,untl_decade,1920-1929,142
str_location_county,ReaganCounty,TX,untl_decade,1930-1939,269
str_location_county,ReaganCounty,TX,untl_decade,1940-1949,352
str_location_county,ReaganCounty,TX,untl_decade,1950-1959,418
str_location_county,ReaganCounty,TX,untl_decade,1960-1969,521
str_location_county,ReaganCounty,TX,untl_decade,1970-1979,522
str_location_county,ReaganCounty,TX,untl_decade,1980-1989,524
str_location_county,ReaganCounty,TX,untl_decade,1990-1999,470
str_location_county,ReaganCounty,TX,untl_decade,2010-2019,1
str_location_county,RedRiverCounty,TX,untl_decade,1840-1849,308
str_location_county,RedRiverCounty,TX,untl_decade,1850-1859,452
str_location_county,RedRiverCounty,TX,untl_decade,1860-1869,192
str_location_county,RedRiverCounty,TX,untl_decade,1870-1879,72
str_location_county,RedRiverCounty,TX,untl_decade,1880-1889,419
str_location_county,RedRiverCounty,TX,untl_decade,1890-1899,8
str_location_county,RedRiverCounty,TX,untl_decade,1900-1909,198
str_location_county,RedRiverCounty,TX,untl_decade,1910-1919,114
str_location_county,RedRiverCounty,TX,untl_decade,1920-1929,245
str_location_county,RedRiverCounty,TX,untl_decade,1930-1939,376
str_location_county,RedRiverCounty,TX,untl_decade,1940-1949,1053
str_location_county,RedRiverCounty,TX,untl_decade,1950-1959,1224
str_location_county,RedRiverCounty,TX,untl_decade,1960-1969,1061
str_location_county,RedRiverCounty,TX,untl_decade,1970-1979,890
str_location_county,RedRiverCounty,TX,untl_decade,1980-1989,779
str_location_county,RedRiverCounty,TX,untl_decade,1990-1999,541
str_location_county,RedRiverCounty,TX,untl_decade,2000-2009,149
str_location_county,RedRiverCounty,TX,untl_decade,2010-2019,93
str_location_county,ReevesCounty,TX,untl_decade,1910-1919,1
str_location_county,ReevesCounty,TX,untl_decade,1920-1929,87
str_location_county,ReevesCounty,TX,untl_decade,1930-1939,68
str_location_county,ReevesCounty,TX,untl_decade,1940-1949,79
str_location_county,RefugioCounty,TX,untl_decade,1890-1899,46
str_location_county,RefugioCounty,TX,untl_decade,1900-1909,231
str_location_county,RefugioCounty,TX,untl_decade,1910-1919,68
str_location_county,RefugioCounty,TX,untl_decade,1920-1929,6
str_location_county,RefugioCounty,TX,untl_decade,1930-1939,511
str_location_county,RefugioCounty,TX,untl_decade,1940-1949,518
str_location_county,RefugioCounty,TX,untl_decade,1950-1959,102
str_location_county,RefugioCounty,TX,untl_decade,1960-1969,686
str_location_county,RefugioCounty,TX,untl_decade,1970-1979,9
str_location_county,RefugioCounty,TX,untl_decade,2010-2019,136
str_location_county,RobertsonCounty,TX,untl_decade,1860-1869,1
str_location_county,RobertsonCounty,TX,untl_decade,1910-1919,3
str_location_county,RunnelsCounty,TX,untl_decade,1900-1909,370
str_location_county,RunnelsCounty,TX,untl_decade,1910-1919,1789
str_location_county,RunnelsCounty,TX,untl_decade,1920-1929,723
str_location_county,RunnelsCounty,TX,untl_decade,1930-1939,189
str_location_county,RunnelsCounty,TX,untl_decade,1940-1949,264
str_location_county,RunnelsCounty,TX,untl_decade,1950-1959,360
str_location_county,RunnelsCounty,TX,untl_decade,1960-1969,425
str_location_county,RunnelsCounty,TX,untl_decade,1970-1979,104
str_location_county,RunnelsCounty,TX,untl_decade,2010-2019,27
str_location_county,RuskCounty,TX,untl_decade,1850-1859,6
str_location_county,RuskCounty,TX,untl_decade,1860-1869,13
str_location_county,RuskCounty,TX,untl_decade,1870-1879,1
str_location_county,RuskCounty,TX,untl_decade,1880-1889,14
str_location_county,RuskCounty,TX,untl_decade,1890-1899,51
str_location_county,RuskCounty,TX,untl_decade,1900-1909,26
str_location_county,RuskCounty,TX,untl_decade,1930-1939,2422
str_location_county,RuskCounty,TX,untl_decade,2010-2019,1233
str_location_county,RuskCounty,TX,untl_decade,2020-2029,8
str_location_county,SanAugustineCounty,TX,untl_decade,1840-1849,41
str_location_county,SanAugustineCounty,TX,untl_decade,1850-1859,96
str_location_county,SanAugustineCounty,TX,untl_decade,1860-1869,1
str_location_county,SanAugustineCounty,TX,untl_decade,1880-1889,2
str_location_county,SanAugustineCounty,TX,untl_decade,1890-1899,3
str_location_county,SanAugustineCounty,TX,untl_decade,1900-1909,1
str_location_county,SanAugustineCounty,TX,untl_decade,1910-1919,10
str_location_county,SanAugustineCounty,TX,untl_decade,1920-1929,1
str_location_county,SanPatricioCounty,TX,untl_decade,1890-1899,36
str_location_county,SanPatricioCounty,TX,untl_decade,1900-1909,60
str_location_county,SanPatricioCounty,TX,untl_decade,1910-1919,1004
str_location_county,SanPatricioCounty,TX,untl_decade,1920-1929,1366
str_location_county,SanPatricioCounty,TX,untl_decade,1930-1939,1421
str_location_county,SanPatricioCounty,TX,untl_decade,1940-1949,1645
str_location_county,SanPatricioCounty,TX,untl_decade,1950-1959,1515
str_location_county,SanPatricioCounty,TX,untl_decade,1960-1969,1452
str_location_county,SanPatricioCounty,TX,untl_decade,1970-1979,1906
str_location_county,SanPatricioCounty,TX,untl_decade,1980-1989,1291
str_location_county,SanPatricioCounty,TX,untl_decade,1990-1999,905
str_location_county,SanPatricioCounty,TX,untl_decade,2000-2009,343
str_location_county,SanPatricioCounty,TX,untl_decade,2010-2019,427
str_location_county,SanSabaCounty,TX,untl_decade,1870-1879,2
str_location_county,SanSabaCounty,TX,untl_decade,1880-1889,215
str_location_county,SanSabaCounty,TX,untl_decade,1890-1899,163
str_location_county,SchleicherCounty,TX,untl_decade,1910-1919,235
str_location_county,SchleicherCounty,TX,untl_decade,1920-1929,110
str_location_county,ScurryCounty,TX,untl_decade,1900-1909,80
str_location_county,ScurryCounty,TX,untl_decade,1910-1919,381
str_location_county,ScurryCounty,TX,untl_decade,1920-1929,99
str_location_county,ScurryCounty,TX,untl_decade,1930-1939,1
str_location_county,ScurryCounty,TX,untl_decade,1970-1979,98
str_location_county,ScurryCounty,TX,untl_decade,1980-1989,41
str_location_county,ShackelfordCounty,TX,untl_decade,1870-1879,49
str_location_county,ShackelfordCounty,TX,untl_decade,1880-1889,430
str_location_county,ShackelfordCounty,TX,untl_decade,1890-1899,457
str_location_county,ShackelfordCounty,TX,untl_decade,1900-1909,469
str_location_county,ShackelfordCounty,TX,untl_decade,1910-1919,434
str_location_county,ShackelfordCounty,TX,untl_decade,1920-1929,441
str_location_county,ShackelfordCounty,TX,untl_decade,1930-1939,522
str_location_county,ShackelfordCounty,TX,untl_decade,1940-1949,702
str_location_county,ShackelfordCounty,TX,untl_decade,1950-1959,519
str_location_county,ShackelfordCounty,TX,untl_decade,1960-1969,514
str_location_county,ShackelfordCounty,TX,untl_decade,1970-1979,513
str_location_county,ShackelfordCounty,TX,untl_decade,1980-1989,520
str_location_county,ShackelfordCounty,TX,untl_decade,1990-1999,538
str_location_county,ShackelfordCounty,TX,untl_decade,2000-2009,538
str_location_county,ShackelfordCounty,TX,untl_decade,2010-2019,206
str_location_county,ShelbyCounty,TX,untl_decade,1880-1889,1
str_location_county,ShelbyCounty,TX,untl_decade,1890-1899,1
str_location_county,ShelbyCounty,TX,untl_decade,1900-1909,9
str_location_county,ShelbyCounty,TX,untl_decade,1910-1919,186
str_location_county,ShelbyCounty,TX,untl_decade,1920-1929,554
str_location_county,ShelbyCounty,TX,untl_decade,1930-1939,2428
str_location_county,ShelbyCounty,TX,untl_decade,1940-1949,1906
str_location_county,ShelbyCounty,TX,untl_decade,1950-1959,521
str_location_county,ShelbyCounty,TX,untl_decade,1960-1969,519
str_location_county,ShelbyCounty,TX,untl_decade,1980-1989,154
str_location_county,ShelbyCounty,TX,untl_decade,2000-2009,452
str_location_county,ShelbyCounty,TX,untl_decade,2010-2019,654
str_location_county,ShermanCounty,TX,untl_decade,1910-1919,4
str_location_county,SmithCounty,TX,untl_decade,1850-1859,3
str_location_county,SmithCounty,TX,untl_decade,1860-1869,15
str_location_county,SmithCounty,TX,untl_decade,1880-1889,2
str_location_county,SmithCounty,TX,untl_decade,1900-1909,44
str_location_county,SmithCounty,TX,untl_decade,1910-1919,107
str_location_county,SmithCounty,TX,untl_decade,1920-1929,253
str_location_county,SmithCounty,TX,untl_decade,1930-1939,485
str_location_county,SmithCounty,TX,untl_decade,1960-1969,1
str_location_county,SmithCounty,TX,untl_decade,1970-1979,57
str_location_county,SmithCounty,TX,untl_decade,1980-1989,9
str_location_county,SmithCounty,TX,untl_decade,1990-1999,158
str_location_county,StarrCounty,TX,untl_decade,1970-1979,411
str_location_county,StarrCounty,TX,untl_decade,1980-1989,470
str_location_county,StarrCounty,TX,untl_decade,1990-1999,519
str_location_county,StarrCounty,TX,untl_decade,2000-2009,470
str_location_county,StarrCounty,TX,untl_decade,2010-2019,17
str_location_county,StephensCounty,TX,untl_decade,1920-1929,2902
str_location_county,StephensCounty,TX,untl_decade,1930-1939,3671
str_location_county,StephensCounty,TX,untl_decade,1940-1949,2734
str_location_county,StephensCounty,TX,untl_decade,1950-1959,2417
str_location_county,StephensCounty,TX,untl_decade,1960-1969,190
str_location_county,StonewallCounty,TX,untl_decade,1900-1909,91
str_location_county,StonewallCounty,TX,untl_decade,1910-1919,334
str_location_county,StonewallCounty,TX,untl_decade,1920-1929,509
str_location_county,StonewallCounty,TX,untl_decade,1930-1939,426
str_location_county,StonewallCounty,TX,untl_decade,1940-1949,307
str_location_county,StonewallCounty,TX,untl_decade,1950-1959,479
str_location_county,StonewallCounty,TX,untl_decade,1960-1969,525
str_location_county,StonewallCounty,TX,untl_decade,1970-1979,311
str_location_county,StonewallCounty,TX,untl_decade,2010-2019,101
str_location_county,SuttonCounty,TX,untl_decade,1900-1909,246
str_location_county,SuttonCounty,TX,untl_decade,1910-1919,2
str_location_county,SuttonCounty,TX,untl_decade,1920-1929,240
str_location_county,SuttonCounty,TX,untl_decade,1930-1939,28
str_location_county,SwisherCounty,TX,untl_decade,1910-1919,99
str_location_county,SwisherCounty,TX,untl_decade,1920-1929,456
str_location_county,SwisherCounty,TX,untl_decade,1930-1939,519
str_location_county,SwisherCounty,TX,untl_decade,1940-1949,407
str_location_county,SwisherCounty,TX,untl_decade,1950-1959,326
str_location_county,SwisherCounty,TX,untl_decade,1960-1969,367
str_location_county,SwisherCounty,TX,untl_decade,1970-1979,522
str_location_county,SwisherCounty,TX,untl_decade,1980-1989,482
str_location_county,SwisherCounty,TX,untl_decade,1990-1999,516
str_location_county,SwisherCounty,TX,untl_decade,2000-2009,489
str_location_county,SwisherCounty,TX,untl_decade,2010-2019,496
str_location_county,SwisherCounty,TX,untl_decade,2020-2029,58
str_location_county,TarrantCounty,TX,untl_decade,1870-1879,1532
str_location_county,TarrantCounty,TX,untl_decade,1880-1889,2833
str_location_county,TarrantCounty,TX,untl_decade,1890-1899,2048
str_location_county,TarrantCounty,TX,untl_decade,1900-1909,564
str_location_county,TarrantCounty,TX,untl_decade,1910-1919,788
str_location_county,TarrantCounty,TX,untl_decade,1920-1929,522
str_location_county,TarrantCounty,TX,untl_decade,1930-1939,202
str_location_county,TarrantCounty,TX,untl_decade,1940-1949,150
str_location_county,TarrantCounty,TX,untl_decade,1950-1959,716
str_location_county,TarrantCounty,TX,untl_decade,1960-1969,804
str_location_county,TarrantCounty,TX,untl_decade,1970-1979,664
str_location_county,TarrantCounty,TX,untl_decade,1980-1989,714
str_location_county,TarrantCounty,TX,untl_decade,1990-1999,1014
str_location_county,TarrantCounty,TX,untl_decade,2000-2009,1649
str_location_county,TarrantCounty,TX,untl_decade,2010-2019,945
str_location_county,TaylorCounty,TX,untl_decade,1880-1889,307
str_location_county,TaylorCounty,TX,untl_decade,1890-1899,948
str_location_county,TaylorCounty,TX,untl_decade,1900-1909,1471
str_location_county,TaylorCounty,TX,untl_decade,1910-1919,4035
str_location_county,TaylorCounty,TX,untl_decade,1920-1929,2216
str_location_county,TaylorCounty,TX,untl_decade,1930-1939,946
str_location_county,TaylorCounty,TX,untl_decade,1940-1949,1151
str_location_county,TaylorCounty,TX,untl_decade,1950-1959,1353
str_location_county,TaylorCounty,TX,untl_decade,1960-1969,1640
str_location_county,TaylorCounty,TX,untl_decade,1970-1979,908
str_location_county,TaylorCounty,TX,untl_decade,1980-1989,888
str_location_county,TaylorCounty,TX,untl_decade,1990-1999,879
str_location_county,TaylorCounty,TX,untl_decade,2000-2009,781
str_location_county,TaylorCounty,TX,untl_decade,2010-2019,166
str_location_county,TerrellCounty,TX,untl_decade,1900-1909,120
str_location_county,TerrellCounty,TX,untl_decade,1910-1919,6
str_location_county,TerryCounty,TX,untl_decade,1960-1969,1
str_location_county,ThrockmortonCounty,TX,untl_decade,1930-1939,2
str_location_county,ThrockmortonCounty,TX,untl_decade,1950-1959,7
str_location_county,ThrockmortonCounty,TX,untl_decade,1960-1969,15
str_location_county,ThrockmortonCounty,TX,untl_decade,1970-1979,290
str_location_county,ThrockmortonCounty,TX,untl_decade,1990-1999,47
str_location_county,ThrockmortonCounty,TX,untl_decade,2000-2009,47
str_location_county,TitusCounty,TX,untl_decade,1920-1929,1150
str_location_county,TitusCounty,TX,untl_decade,1930-1939,1930
str_location_county,TitusCounty,TX,untl_decade,1940-1949,260
