"[Letter from Rafael Uribe to the Laredo Alcalde, January 5, 1843]"	"Letter from Rafael Uribe to the Laredo alcalde\, saying animals rounded up by the inhabitants of Laredo may be sold\, giving preference to those who pay immediately."	permissions		"Uribe\, Rafael"	
"[Letter from the Laredo Justice of the Peace to Policarzo Martinez, March 20, 1841]"	"Letter from Justice of the Peace Ramsn to Policarzo Martinez\, informing him that Indians have raided Laredo and stolen several animanls and are heading toward Guerrero.  Ramsn also mentions that he believes some 30 or 40 Indians were seen and 25 men are in pursuit of them."	"justices of the peace,raids,thefts"		"Martinez\, Policarzo,Ramsn\, Josi Marma"	
"[Letter from Letter from Rafael Uribe to the Laredo Alcalde, February 20, 1839]"	"Letter from Letter from Rafael Uribe to the Laredo alcalde\, acknowledging the arrivial of 50 animals."	"acknowledgments,alcaldes,supplies"		"Uribe\, Rafael"	
"[Letter from Josi Antonio Benavides to the Laredo Alcalde, March 3, 1832]"	"Letter from Josi Antonio Benavides to the alcalde concerning the problems of what to do with some animals of a deceased person\, owned by relatives but taken by others."	"alcaldes,disputes"		"Benavides\, Josi Antonio"	
[Laredo City Ordinance Regarding Animal Meat]	Text of a Laredo ordinance passed by the city council regulating the slaughter and sale of animals for meat.	"city laws,city ordinances"	"Laredo (Tex.) -- Politics and government.,Municipal government -- Records and correspondence.,Ordinances\, Municipal -- Texas -- Laredo."		
[News Clip: Gorilla]	"Video footage from the KXAS-TV/NBC station in Fort Worth\, Texas\, to accompany a news story."	"attacks,escapes,gorillas,habitats,news segments,news stories,video clips,video footage,zoos"			Jabari
"[Letter from Gregorio Cisneros to the Laredo Alcalde, March 6, 1843]"	"Letter from Gregorio Cisneros to the Laredo alcalde\, informing him that several animals have been stolen.  Cisneros requests him to be on the lookout for the indicated brand mark."	brands		"Cisneros\, Gregorio"	
"[Letter from Justo Garcma to the Laredo Justice of the Peace, December 9, 1841]"	"Letter from Justo Garcma to Justice of the Peace Ramsn\, requesting a list of brand marks for identifying animals that belong to persons in or around Mier."	"brands,justices of the peace,lists"		"Garcma\, Justo,Ramsn\, Josi Marma"	
"[Letter from Miguel Benavides to the Laredo Alcalde, November 16, 1837]"	"Letter from Miguel Benavides to the Laredo alcalde\, informing him that Santiago Lspez can't return the animal previously asked about because it was stolen by the Indians.  Benavides says that he is sending a gold chain as security."	"alcaldes,securities"		"Benavides\, Miguel,Lspez\, Santiago"	
"[Letter from Josi Marma Flores to the Laredo Alcalde, August 24, 1837]"	Letter from Josi Marma Flores to the Laredo alcalde concerning a decision on what to do with animals found.	"alcaldes,decisions"		"Flores\, Josi Marma"	
"[Letter from Mariano Arispe to the Laredo Alcalde, July 12, 1842]"	"Letter from Mariano Arispe to the Laredo alcalde\, suggesting ways to avoid the problems that arise from stray and lost animals."	alcaldes		"Arispe\, Mariano,Villarreal\, Florencio"	
[Certification for the Reclamation of a Horse]	Certification for G. Martinez for the reclamation of a horse.  Also included is a list of persons who have given the use of wagons and oxen.	"certifications,donations,justices of the peace,lists"			
[Register of Brand Marks of Found Animals]	Register of brand marks of animals found and turned in to the authorities.	"brands,justices of the peace,registers"			
"[Circular from Policarzo Martinez to the Laredo Justice of the Peace, March 9, 1841]"	"Circular from Policarzo Martinez to Laredo Justice of the Peace Ramsn\, saying all horses branded with a ""7"" should be turned in until their real owners can be verified."	"brands,circulars,justices of the peace"		"Martinez\, Policarzo,Ramsn\, Josi Marma"	
"[Letter from Jeszs Cardenas to the Laredo Alcalde, February 17, 1839]"	"Letter from Jeszs Cardenas to the Laredo alcalde\, asking for animals and warns that the separated soldiers must be watched."	"alcaldes,brands,requests"		"Cardenas\, Jeszs"	
"[Letter from Alejo Gutierrez to the Laredo Justice of the Peace, March 28, 1841]"	"Letter from Alejo Gutierrez to Justice of the Peace Ramsn\, acknowleding the return of seven animals."	"acknowledgments,justices of the peace"		"Gutierrez\, Alejo,Ramsn\, Josi Marma"	
[Regulations Published by the Laredo Ayuntamiento]	Regulations published by the Laredo ayuntamiento regarding the ownership and slaughter of animals.	"ayuntamientos,regulations"			
"[Letter from Vicente Filisola to the Laredo Ayuntamiento, July 17, 1837]"	"Letter from Vicente Filisola to the Laredo ayuntamiento\, requesting that animals running loose be rounded up and sent to this barracks in Matamoros."	"ayuntamientos,comandantes,requests"		"Filisola\, Vicente"	
Electric Animal-Prod	"Patent for an electric animal prod as a ""simple and efficient instrument which may be used for prodding animals without injuring the flesh or hide of the animal"" (lines 12-14)\, including illustrations."		Patents -- Texas.		
Girth Connection for Saddletrees.	Patent for a device that connects attaching girth rings to saddletrees. It allows for girth rings to be quickly attached and provides swinging movement.	"girth rings,saddles,saddletrees"	Patents -- Texas.		
Attachment for Wagon-Bodies.	"Patent for a device that augments a wagon body with additional customizable bars for storing and transporting animals or supplies\, including illustrations."	"stock racks,wagons"	Patents -- Texas.		
Animal Hopple	Patent for certain new improvements in animal hopples. This device prevents animals from rearing up in the front when it is worn. The device consists of several plates and a collar with a connecting chain.	"animal hopples,restraining device"	Patents -- Texas.		
Patent for Chicken Coop	Patent for an improved chicken coop.	chicken coops	Patents -- Texas.		
Draft-Equalizer	"Patent for a draft-equalizer which is an apparatus adapted to be used for\, ""three draft animals\, one pulling against two animals."	Draft animal	"Beasts of burden.,Burden\, Beasts of.,Patents -- Texas.,Traction animals.,Working animals."		
Patent for Electric Prod Pole	Patent for electric prodding pole used for corraling animals.	cattles prods	Patents -- Texas.		
Patent for Coop Support	Patent for support structure for chicken coops.	coops	Patents -- Texas.		
Patent for Neck Yoke	Patent for neck yoke.	yokes	Patents -- Texas.		
Patent for Poultry House	Patent for poultry housing unit that is easier to clean than previous poultry houses.	"henhouses,poultry"	Patents -- Texas.		
Patent for Neck Yoke	"Patent for neck yokes\, particularly for hogs\, but not made especially for hogs."		Patents -- Texas.		
Horse-Collar.	Patent for improving combined horse collars and hames. Mean to be more efficient in allowing  the hames to be attached to a pnematic pad for faster removal.	Collars	Patents -- Texas.		
Patent for Watering Trough	Patent for livestock water trough that has a removable cover to prevent detritus from getting into the water.	"livestock,livestock management"	Patents -- Texas.		
[Statement from Josi Lafuente]	Message from Josi Lafuente refusing a request to confiscate animals of Santiago Flores until he pays an owed debt.	"confiscations,debts,refusals"		"Lafuente\, Josi"	
[Decree from Francisco de Echeagaray]	"Decree from Francisco de Echeagary acknowledging that the purchase or exchange of mules\, horses or anything else (except deer flesh) is forbidden; another thing that is prohibited is gambling with Indians.  The backings on the pages feature unrelated printed text divided into columns."	"decrees,gambling,prohibitions"		"de Echeagaray\, Francisco"	
[Message from Leonardo Sanchez de la Barrera]	"Message from Leonardo Sanchez de la Barrera asking for restitution of five sold animals.  In the document he names culprits and an investigation is ordered\, and testimonies are given\, etc."	"culprits,investigations,testimonies"		"de la Barrera\, Leonardo Sanchez"	
Patent for Collar	Patent for a horse collar.	collars	Patents -- Texas.		
[Ordinances from the Laredo Alcalde]	"Ordinances from Rafael Lspez de Oropeza\, the Laredo alcalde\, concerning loose animals in the town.  The text is broken into three numbered points\, and is signed at the bottom by de Oropeza and two other individuals; the upper right corner is torn and covered by a piece of tape."	ordinances		"de Oropeza\, Rafael Lspez"	
[Complaints from Ramsn Perea to Laredo Alcaldes]	Complaints from Ramsn Perea to local alcaldes in Laredo saying that people are taking unclaimed animals.	"alcaldes,complaints"		"Perea\, Ramsn"	
[Regulations from Josi Marma Tovar]	Regulations from Josi Marma Tovar concerning cattle and other animals.  The document itself is badly stained and has a long piece of tape covering the right edge of the paper.	regulations		"Tovar\, Josi Marma"	
Driving-Rein Guard.	Patent for a driving rein guard in order to hold the reins of a draft animal.	reins	Patents -- Texas.		
Hitching Strap	Patent for a hitching strap to prevent animals from running away.		Patents -- Texas.		
Dip for Animals.	Patent for a non-poisonous antiseptic and parasiticide dip to cure animal's skin diseases (including mange and Spanish itch) and stimulate the growth of wool or hair.	"animals,skin diseases"	Patents -- Texas.		
Watering-Trough.	Patent for a valve that controls the flow of drinking water from a reservoir or tank into a trough.  It can be operated by domestic animals and automatically shuts off when they are finished drinking.	"livestock,valves"	Patents -- Texas.		
Swingletree Clip	"Patent for providing an improved form of swingletree clip which is simple in construction\, may be cheaply made and in which the eye which connects the hook to the clips swiveled so that the hook may rotate and thus there will be no change of disengagement between the draft connections and the swingletree."		Patents -- Texas.		
Patent for Egg Testing Globe	"Patent for egg tester\, where you can place an egg into the globe and see if it is fertilized."	eggs	Patents -- Texas.		
Feed-Trough	"Patent for feed trough. This is an improvement to the feed trough which already exists. This trough is ""cylindrical in form"" and allows for easier and cleaner access for those tending to the animals."		Patents -- Texas.		
[Copy of William J. Cuellar ridding a pony]	"Photograph of an William ""Bill"" J. Cuellar with a sombrero ridding a pony. He is the son of Willie Jack and Goethal Cuellar. The pony has white and light-colored spots and wears reins and a saddle. The toddler wears a sombrero with dark-colored overalls."				
"[Letter from the Comandante Militar to the Laredo Alcalde, June 10, 1845]"	"Letter from the comandante militar to the Laredo alcalde\, defending his actions of appropriating animals without consultation or permission.  The comandante claims that he needs them to defend the nation."	"alcaldes,comandantes,defenses"		"Bravo\, Calisto,Ramsn\, Josi Marma"	
"[Letter from Comandante Bravo to the Laredo Alcalde, June 12, 1845]"	"Letter from Comandante Bravo to the Laredo alcalde\, informing him that orders from the governor not to take any animals will be respected."	"comandantes,orders"		"Bravo\, Calisto,Ramsn\, Josi Marma"	
[Document Showing a List of Registered Animals]	"Register of animals registered during the year 1855\, including their respective brand marks."	"brands,lists,registers"			
"[Letter from Policarzo Martinez to the Laredo Alcalde, June 13, 1845]"	"Letter from Policarzo Martinez to Laredo Alcalde Josi Marma Ramsn\, informing him that animals are to be sent to Laredo will be in Guerrero on the 17th.  Martinez asks that 4 soldiers be sent to get them."	"alcaldes,requests"		"Martinez\, Policarzo,Ramsn\, Josi Marma"	
[Register of Animals and the Change of Taxes]	Register of animals and the taxes changed for each one.	registers			
"[Letter from Policarzo Martinez to the Laredo Alcalde, June 5, 1845]"	"Letter from Policarzo Martinez to the Laredo alcalde\, retracting an order regarding cattle and other animals."	"alcaldes,orders,retractions"		"Martinez\, Policarzo,Ramsn\, Josi Marma"	
[List of Animals]	List of animals given to S. Meorta and Geronimo Pirez.	lists		"Meorta\, S.,Pirez\, Geronimo"	
"[Letter from Comandante Bravo to the Laredo Alcalde, June 12, 1845]"	"Letter from Comandante Bravo to the Laredo alcalde\, informing him that villagers may cross the river to take care of their animals\, but not as far as the Nueces."	"comandantes,prohibitions,villagers"		"Bravo\, Calisto,Ramsn\, Josi Marma"	
[List of Lost Property]	"Written list containing names of persons who lost animals or wagons\, some of which were taken by soldiers\, with descriptions."	"lists,personal property"			
[Statement from the Candela Justice of the Peace Concerning Stolen Animals]	Certified statement by the justice of the peace in Candela concerning animals and their brands stolen by the Indians.	"brands,justices of the peace,statements"			
[Bond for $36 by Francisco Farias]	"Text of a bond statement testifying that Francisco Farias (principal)\, Lazaro de la Garza and Juan Ortiz (seconds) will pay $36 to the chief justice in Webb County as a fine for violating an ordinance that regulates straying animals in Laredo\, Texas."	"city laws,city ordinances"	"Ordinances\, Municipal -- Texas -- Laredo."	"Farias\, Francisco,Ortiz\, Juan,de la Garza\, Lazaro"	
"[$20 Bond Against Sanchez, Benavides, and Salinas]"	"Text of a bond statement testifying that M. Sanchez (principal)\, R. Benavides and J. J. Salinas (seconds) will pay $20 to the chief justice in Webb County as a fine for violating an ordinance that regulates straying animals in Laredo\, Texas."	"bonds,city ordinances,fines"			
"[Letter from Comandante Bravo to Alcalde Ramsn, June 19, 1845]"	"Letter from Comandante Bravo to Alcalde Ramsn\, saying in spite of contrary orders we need animals from among those in their district."	orders		"Bravo\, Calisto,Ramsn\, Josi Marma"	
[Decree from the Laredo Alcalde]	Decree from the alcalde in Laredo regarding the killing of animals and other rules to be observed.	"alcaldes,decrees,rules"		"Dovalina\, Agustin"	
Libro de Vienes Mostrencos	Real estate book containing a register of horses and animals turned in to city authorities.  Also included are brand marks and distinctions of some animals.	"brands,compilations,registers"			
"[Letter from the Bexar Justice of the Peace to the Laredo Civil Authorities, March 18, 1846]"	"Letter from the San Antonio de Bexar justice of the peace to the Laredo civil authorities\, informing them that there is an animal belonging to Maximo Bernal in Laredo currently in the possession of Gregorio Garcma.  The man from San Antonio de Bexar asks that they please return this animal."	"authorities,justices of the peace,requests"		"Bernal\, Maximo,Garcma\, Gregorio"	
"[Letter from Policarzo Martinez to the Laredo Alcalde, June 23, 1845]"	"Letter from Policarzo Martinez to the Laredo alcalde\, saying that if the comandante militar hands over the animals as he was told\, the alcalde may auction them.  Martinez asks that he be informed if the comandante does not return them; the comandante has been reprimanded for his conduct."	"auctions,comandantes,permissions"		"Martinez\, Policarzo"	
[Animal Registration]	"List of animals owned in the city of Laredo\, with brand marks and amounts taxed for them."	"animal brands,animal registration,registers"			
"[Letter from Juzgado Vela to the Laredo Alcalde, June 18, 1845]"	"Letter from Juzgado Vela to the Laredo alcalde\, informing him that an escort for animals is being sent back as they were in too bad a condition to send."	"alcaldes,escorts,juzgados"		"Ramsn\, Josi Marma,Vela\, Trinidad"	
"[Letter from Policarzo Martinez to the Laredo Alcalde, June 27, 1845]"	"Letter from Policarzo Martinez to Alcalde Ramsn\, saying that if there are any animals left from those sent to Laredo they should be disposed of according to the law."	alcaldes		"Martinez\, Policarzo,Ramsn\, Josi Marma"	
"[Letter from Juzgado Santiago Vela to Alcalde Garcma, November 5, 1846]"	"Letter from Juzgado Santiago Vela to Alcalde Garcma\, informing he that he has found out that Blas Uribe did in fact have the ox belonging to Baltasar Calvo.  According to Santiago\, he is willing to return it\, but will not pay for its use."	"alcaldes,juzgados"		"Calvo\, Baltasar,Uribe\, Blas"	
[News Clip: Gorilla 2]	"Video footage from the KXAS-TV/NBC station in Fort Worth\, Texas\, to accompany a news story."	"attacks,b-roll,gorillas,habitats,news segments,news stories,video clips,video footage,zoos"			Jabari the Gorilla
"[Letter from the Laredo Justice of the Peace to Policarzo Martinez, March 26, 1841]"	"Letter from Justice of the Peace Ramsn to Policarzo Martinez\, complaining that soldiers have illegally taken animals.  Ramsn warns that if this is not stopped\, citizens will take action themselves."	"citizens,complaints,justices of the peace"		"Martinez\, Policarzo,Ramsn\, Josi Marma"	
"[Letter from Jesus de Cuellar to the Laredo Justice of the Peace, January 8, 1841]"	"Letter from Jesus de Cuellar to Justice of the Peace Garcma\, asking that a list of animals be returned to him as previously requested."	"justices of the peace,lists,requests"		"Garcma\, Dolores,de Cuellar\, Jesus"	
"[Letter from Florencio Villarreal to the Laredo Comandante Militar, October 16, 1837]"	"Letter from Florencio Villarreal to the justice of the peace in Laredo\, with more concerning animals lost and found."	justices of the peace		"Villarreal\, Florencio"	
"[Letter from Santiago Vela to the Laredo Alcalde, January 13, 1837]"	"Letter from Santiago Vela to the Laredo alcalde\, informing him that Jacinto Gonzalez will bring the animals of Antonio Villar who will pay the expenses."			"Gonzalez\, Jacinto,Vela\, Santiago,Villar\, Antonio"	
"[Letter from Juan Segumn to the Laredo Alcalde, June 12, 1842]"	"Letter from Juan Segumn to Alcalde Villarreal\, ordering that anyone traveling with animals must prove his ownership of said animals."	"alcaldes,orders,travelers"		"Segumn\, Juan Nepomuceno,Villarreal\, Florencio"	
[Two children holding rabbits]	"Photograph of a man filming two children holding white rabbits. Both children are kneeling on the ground and hold the rabbits with both hands. Behind them\, a portion of the rabbit hutch is visible along with a small wooden ramp."	"bunnies,film cameras,photographers,rabbits"	Television broadcasting of news.		
[Stock show advertisement]	"Photograph of three men standing in front of a display advertising Texas Game & Fish Magazine. They are all wearing matching uniforms. Right behind them\, there is a sign that reads ""For your convenience you may subscribe here for Texas Game & Fish Magazine."" There are images of animals on display around them. On the table\, there is a box that reads ""Caution baby rattlers"" and piles of magazines. To the left\, there is a cage with two baby deer in it."	"booths,displays,signs,uniforms"	Television broadcasting of news.		
[Ideal Dog Food advertisement]	"Photograph of a woman standing behind a child and a small dog. She is wearing dark clothing and a small floral hat. She has her hands on the boy's shoulder as she smiles at the camera. The boy is looking down at the dog in front of him and holding it's leash. The dog is sitting and looking forward. A table behind them to the left is covered in boxes of foods and other products\, like Ideal Dog Food."	"Ideal Dog Food,dogs"	Television broadcasting of news.		
[Stock show display]	"Photograph of three men standing in front of a display advertising Texas Game & Fish Magazine. They are all wearing matching uniforms. Right behind them\, there is a sign that reads ""For your convenience you may subscribe here for Texas Game & Fish Magazine."" There are images of animals on display around them. On the table\, there is a box that reads ""Caution baby rattlers"" and piles of magazines. To the left\, there is a cage with two baby deer in it."	"booths,displays,signs,uniforms"	Television broadcasting of news.		
[Ann Alden with Shrine Circus on set]	"Photograph of Ann Alden and a woman with a bear on set. Alden is wearing a dark-colored dress\, earrings\, and heels. The woman is wearing a decorative costume and headpiece. The bear is wearing a decorative neckpiece and seated on a chair. On the wall behind them\, there are posters depicting a clown and advertising Moslah Temple's Shrine Circus. A table covered with objects is visible to the left and checkered tiles on the floor. There is a boom pole with a microphone to the left of the image. Ann Alden was a stage name for Ann Barham Pugh."	"Moslah Shrine Circus,bears,boom poles,circuses,clowns,microphones,signs"	Television broadcasting of news.	"Alden\, Ann,Pugh\, Ann Barham"	
[Photograph of Ann Alden and Shrine Circus on set]	"Photograph of Ann Alden and a woman with a bear on set. Alden is wearing a dark-colored dress\, earrings\, and heels. The woman is wearing a decorative costume and headpiece. The bear is wearing a decorative neckpiece and headpiece and seated on a chair. There is a man holding a stick and walking away from the set. He is wearing a dark-colored shirt\, a belt\, pants\, and shoes. On the wall behind them\, there are posters depicting a clown and advertising Moslah Temple's Shrine Circus. There is a boom pole with a microphone to the left of the image."	"Moslah Shrine Circus,bears,boom poles,circuses,clowns,microphones,signs"	Television broadcasting of news.		
[Photograph of Ann Alden and Moslah Shrine Circus]	"Photograph of Ann Alden and a woman with a bear on set. Alden is wearing a dark-colored dress and heels. The woman is wearing a decorative costume and headpiece. The bear is wearing a decorative neckpiece and seated on a chair. On the wall behind them\, there are posters depicting a clown and advertising Moslah Temple's Shrine Circus. A table covered with objects is visible to the left and checkered tiles on the floor. There is a boom pole with a microphone coming from the left side of the image. Ann Alden was a stage name for Ann Barham Pugh."	"Moslah Shrine Circus,bears,boom poles,circuses,clowns,microphones,signs"	Television broadcasting of news.	"Alden\, Ann,Pugh\, Ann Barham"	
[Photo of Ann Alden and Moslah Shrine Circus]	"Photograph of Ann Alden and a woman with a bear on set. Alden is wearing a dark-colored dress\, earrings\, and heels. The woman is wearing a decorative costume and headpiece. The bear is wearing a decorative neckpiece and headpiece and seated on a chair. On the wall behind them\, there are posters depicting a clown and advertising Moslah Temple's Shrine Circus. There is a boom pole with a microphone to the left\, and a film camera sits in the left foreground with writing on it that says\, ""Star-Telegram WBAP-TV Television."" Ann Alden was a stage name for Ann Barham Pugh."	"Moslah Shrine Circus,WBAP-TV,bears,boom poles,circuses,clowns,decorations,film cameras,microphones,signs"	Television broadcasting of news.	"Alden\, Ann,Pugh\, Ann Barham"	
[Photo of Market News]	"Photograph of a board featuring ""Market News"" including receipts\, trend\, slaughter and yearlings\, good and choice\, utility and commercial\, beef cows\, canners and cutters\, stocker yearling\, medium and good\, and bulls of farm animals. The board has checkered borders."	"boards,displays"	Television broadcasting of news.		
[Ann Alden and Moslah Shrine Circus]	"Photograph of Ann Alden and a woman with a bear on set. Alden\, center-left on the photograph\, is wearing a dark-colored dress\, earrings\, and heels. The woman on the center-right of the photograph\, is wearing a decorative costume and headpiece. She can be seen holding a cone hat. The bear is wearing a decorative neckpiece and seated on a chair. On the wall behind them\, there are posters depicting a clown and advertising Moslah Temple's Shrine Circus. A table covered with objects is visible to the left and checkered tiles on the floor. There is a boom pole with a microphone coming from the left of the image\, directly above the bear."	"Moslah Shrine Circus,Pugh\, Ann Barham,bears,boom poles,circuses,clowns,microphones,signs"	Television broadcasting of news.	"Alden\, Ann"	
[Ann Alden and Shrine Circus on set]	"Photograph of Ann Alden and a woman with a bear on set. Alden is wearing a dark-colored dress\, earrings\, and heels. The woman is wearing a decorative costume and headpiece. The bear is wearing a decorative neckpiece and on a leash. On the wall behind them\, there are posters depicting a clown and advertising Moslah Temple's Shrine Circus. A table covered with objects is visible to the left and checkered tiles on the floor. There is a boom pole with a microphone to the left of the image. Alden is standing to the bear's right and the guest is standing to the bear's left. Ann Alden is a stage name for Ann Barham Pugh."	"Moslah Shrine Circus,bears,boom poles,circuses,clowns,microphones,signs"	Television broadcasting of news.	"Alden\, Ann,Pugh\, Ann Barham"	
[Doc Rhuman and guest advertising Purina Chick Startena]	"Photograph of Doc Rhuman and a guest standing behind a wooden desk on set. On the desk\, there is a display of Purina Chick Startena products. Rhuman is wearing a light-colored jacket\, a shirt\, a tie\, and pants. The guest is wearing a dark-colored jacket\, a shirt\, and pants. Rhuman is smiling and looking at the camera. The guest is smiling and looking to the left. Right behind them is a wood-paneled wall and a board that reads ""Market News."" There is a microphone on a boom pole on the left. A camera operator sits in the right foreground."	"Purina Chick Startena,camera operators,film cameras,guests,products"	Television broadcasting of news.	"Rhuman\, W. A. (Doc)"	
[Woman and child in advertisement]	"Photograph of a woman standing behind a young boy who is holding a dog. Both of them are smiling\, and the dog is looking to the right. To the left of them is a table with a variety of food products on it. Primarily is a large box of Ideal Dog Food\, with a can of wet dog food on it. There are also cans of coffee\, a loaf of bread\, and a six pack of sodas. There is also a Star Telegram camera in the left side of the image."	"Ideal Dog Food,dogs"	Television broadcasting of news.		
[Two camels]	"Photograph of two camels standing\, facing the same direction. One of the camels is in the foreground and most of their body is visible while only the head of the second camel can be seen. Wired fencing with poles appears to be containing the camels. A dense forest of trees is visible in the background."	"camels,fences"			
Hog-Crate	"Patent for a crate for use in shipping live pigs which allows for the free movement of the animal's legs while maintaining separation from other animals for identification purposes\, including illustrations and instructions for use."	"animal crates,hogs,pigs"	Patents -- Texas.		
Bridle Attachment	Patent for a new and improved way to connect the blind brace of a bridle.		Patents -- Texas.		
[News Script: Parade]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas relating a news story."	"news segments,news stories,scripts"	Television broadcasting of news.		
[News Clip: Pet pigs]	"B-roll video footage from the KXAS-TV/NBC station in Fort Worth\, Texas\, to accompany a news story."	"news segments,news stories,pigs,pot bellied pigs,video clips,video footage"	Television broadcasting of news -- Texas.		
[News Clip: Animal abuse]	"Video footage from the KXAS-TV/NBC station in Fort Worth\, Texas\, to accompany a news story."	"Lewisville Human Society,animal abuse,animal control officers,animal cruelty,animal neglect,animal shelters,news reporters,news segments,news stories,video clips,video footage"	Television broadcasting of news -- Texas.	"Phelps\, Artie,Phelps\, Marjorie"	
"[Letter from J. B. Fowler to I. H. Kempner, December 13, 1951]"	Letter from J. B. Fowler to I. H. Kempner discussing the Quail supply at Carrizo Springs being low due to weather and other conditions.	"Carrizo Springs,Quail,business letters,inter-office letter"		"Fowler\, J. B.,Kempner\, Isaac H. (Isaac Herbert)\, 1873-1967"	
[Postcard of Oxen Teams in North Carolina]	"Postcard of two illustrations depicting teams of oxen pulling carts. The first illustration\, on top\, shows a man with a whip leading the team as it pulls long logs down a dirt road through a wooded area\, on a cart upon which another man sits. The second illustration\, on the bottom\, shows a man leading the team as they pull a smaller wooden cart\, in the back of which a man stands. Printed text on both illustrations locates both teams in Western North Carolina. The other side of the postcard is blank except for postcard markings."				
[Goodnight's Buffalo]	Photograph taken from across a plain of a herd of Charles Goodnight's buffalo grazing with mesas and clouds in the background.	"Charles Goodnight,buffalo,mesas"	Texas Panhandle (Tex.)		
[Bear with Chain]	Photograph of a bear with a chain around its neck; behind him there is a water trough on the right and a house and a barn are visible in the background.	bears	Texas Panhandle (Tex.)		
[Herd of Goodnight's Buffalo]	Photograph taken from across a plain of a herd of Charles Goodnight's buffalo grazing with a mesa and several hills in the background.	buffalo	Texas Panhandle (Tex.)	"Goodnight\, Charles\, 1836-1929"	
[Buffalo on Plain]	Photograph of a herd of closely-grouped buffalo grazing on a plain with a fence visible in the background on the right.	buffalo	Texas Panhandle (Tex.)		
[News Script: Pete gets set for first day of spring]	"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about Fort Worth's Forest Park Zoo's Pete the Python being prepared for spring season at the zoo."	"news segments,news stories,scripts"	Television broadcasting of news.	"Jackson\, Harry"	Pete the Python
[News Script: Big animal trade is made at zoo]	"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about Fort Worth's Forest Park Zoo getting a baby jaguar and lending out their puma for a film."	"news segments,news stories,scripts"	Television broadcasting of news.	"Curtis\, Lawrence,Snow\, Bob"	
[News Script: Country life excites country rattlers]	"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about Fort Worth's Forest Park Zoo receiving 15 new rattlesnakes from Montague County."	"news segments,news stories,scripts"	Television broadcasting of news.	"Garner\, Floyd,Jackson\, Harry"	
[News Script: Korean ambassador praising Texas aid]	"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about a visit to Fort Worth by Korean ambassador Dr. You Chan Yang\, who is on the way to Lubbock for a speaking engagement. Ambassador Yang thanks Texan aid groups for sending Korean 4-H Club members frequent shipments of livestock and agricultural supplies."	"ambassadors,news segments,news stories,scripts"	Television broadcasting of news.	"Parr\, Walter,Yang\, Dr. Yu Chan"	
[News Script: Animals confused after surgery]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"confusion,news stories,scripts,surgeries"	Television broadcasting of news.		
[News Script: Weather intro]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"animals,damages,news stories,pets,scripts"	Television broadcasting of news.	"Thompson\, Ken"	
[News Script: Whooping Crane]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"news stories,scripts,whooping cranes"	Television broadcasting of news.		Christened Firecracker
[News Script: India]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"elephants,news stories,scripts,villages"	Television broadcasting of news.		
[News Script: Rodeo]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"Southwestern Exposition and Fat Stock Show,The Midway,news stories,rodeos,scripts,stock shows,western parade,will rogers coliseum"	Television broadcasting of news.		
[News Script: City council meets on animal matters]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"Fort Worth City Council,news stories,scripts"	Television broadcasting of news.	"Miner\, A. L."	
[News Script: Animal ordinance complaints]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"Fort Worth City Council,city managers,news stories,regulations,scripts"	Television broadcasting of news.		
[News Script: Callaway]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"news stories,scripts"	Television broadcasting of news.	"Callaway\, Obadia,Darnell\, Jimmy"	
[News Script: Monkey]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"monkeys,news stories,scripts"	Television broadcasting of news.		Bonny
[News Script: Stock show]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"Charolais cattle,Southwest Exposition and Fat Stock Show,Will Rogers Coliseum,news stories,scripts"	Television broadcasting of news.		
[News Script: Agricultural fundraising]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"foundations,news stories,scripts"	Television broadcasting of news.	"Hix\, Bill,Lundell\, L. C.,Miller\, John"	
[News Script: Great Chicken Race]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"Great Chicken Race,news stories,scripts"	Television broadcasting of news.	"Harris\, Don,Thompson\, Don"	
[News Script: Animal ordinance ]	"Script from the WBAP-TV/NBC station in Fort Worth\, Texas\, relating a news story."	"Fort Worth City Council,animal laws,animal regulations,city ordinances,news stories,scripts"	Television broadcasting of news.		
