Cutting Horse Competition: Image 1991_D-24_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-24_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-24_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-24_11	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-24_12	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_08	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_11	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-25_12	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_08	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_11	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-26_12	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_08	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_11	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-27_12	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_08	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-28_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_08	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_11	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-29_12	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_08	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_11	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-2_12	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_08	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_11	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-30_12	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_08	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_09	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_10	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_11	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-32_12	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-33_01	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-33_02	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-33_03	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-33_04	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-33_05	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-33_06	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
Cutting Horse Competition: Image 1991_D-33_07	"Photograph of competitors in the 1991 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas."	"NCHA,derbies,horse shows"	Cutting horses -- Competitions -- Texas -- Fort Worth.		
